~Ascii          DEPT                CHRP                CHRS                DTCO                DTRP                DTSM                DTRS              GR_ARC                ROP5
          2318.97520             0.83210          -999.25000           267.46808           267.46808           537.86102           537.86102           132.21652            46.67170
          2319.12760             0.86041             0.84582           268.67792           268.67792           557.26196           557.26196           141.13202            44.98690
          2319.28000             0.88465             0.84920           269.80109           269.80109           576.39679           576.39679           144.87961            45.75781
          2319.43240             0.88465             0.85734           275.17957           275.17957           592.33405           592.33405           145.85854            44.96730
          2319.58480             0.81930             0.90047           281.92337           281.92337           589.27643           589.27643           146.64003            42.24217
          2319.73720             0.83924             0.87387           279.14877           279.14877           580.99823           580.99823           146.79297            33.75978
          2319.88960             0.84527             0.80369           280.46750           280.46750           577.87616           577.87616           151.54802            27.97493
          2320.04200             0.84413             0.92423           278.29752           278.29752           562.97284           562.97284           153.48633            27.47194
          2320.19440             0.86682             0.94190           274.56491           274.56491           545.00342           545.00342           150.74240            35.61114
          2320.34680             0.87971             0.92033           268.03180           268.03180           536.23193           536.23193           135.64270            43.04985
          2320.49920             0.86110             0.91573           271.08746           271.08746           540.99194           540.99194           132.58441            46.41568
          2320.65160             0.84529             0.90430           268.86386           268.86386           540.69403           540.69403           138.67902            56.68782
          2320.80400             0.85911             0.89189           262.09631           262.09631           537.61597           537.61597           139.15292            48.97605
          2320.95640             0.86221          -999.25000           266.38498           266.38498           545.31281           545.31281           139.70775            38.19878
          2321.10880             0.86564          -999.25000           273.28540           273.28540           546.41077           546.41077           144.79497            33.60092
          2321.26120             0.83695          -999.25000           280.09869           280.09869           533.96960           533.96960           140.93526            34.74486
          2321.41360             0.81072          -999.25000           275.59866           275.59866           522.70520           522.70520           142.80890            40.28601
          2321.56600             0.82916             0.86645           267.23984           267.23984           523.30847           523.30847           144.16690            41.30971
          2321.71840             0.86241             0.89830           265.85678           265.85678           529.24158           529.24158           140.79781            40.67227
          2321.87080             0.86974             0.84097           265.72076           265.72076           532.83679           532.83679           142.10823            36.31334
          2322.02320             0.84517             0.70503           267.34219           267.34219           534.01508           534.01508           141.06111            34.88227
          2322.17560             0.83345             0.87638           269.77502           269.77502           537.03162           537.03162           148.75642            36.50986
          2322.32800             0.83033             0.83755           261.88400           261.88400           542.18463           542.18463           153.19354            37.46782
          2322.48040             0.85526             0.87754           254.90314           254.90314           536.39441           536.39441           148.44238            38.77334
          2322.63280             0.90095          -999.25000           255.37003           255.37003           522.96582           522.96582           137.41327            37.74899
          2322.78520             0.91256          -999.25000           260.43594           260.43594           523.85858           523.85858           131.47688            35.54429
          2322.93760             0.91834          -999.25000           262.74545           262.74545           517.84784           517.84784           134.05664            32.44055
          2323.09000             0.90136             0.80421           266.29352           266.29352           513.29669           513.29669           137.20259            30.53652
          2323.24240             0.86205          -999.25000           263.59015           263.59015           505.58740           505.58740           140.71085            31.67053
          2323.39480             0.82970          -999.25000           263.06271           263.06271           507.23450           507.23450           142.79724            33.85988
          2323.54720             0.81334          -999.25000           276.25775           276.25775           526.28735           526.28735           142.75578            43.25347
          2323.69960             0.79301          -999.25000           282.48605           282.48605           548.30829           548.30829           144.27756            54.73982
          2323.85200             0.81586          -999.25000           281.10168           281.10168           555.82239           555.82239           149.58372            42.59950
          2324.00440             0.82014          -999.25000           283.65375           283.65375           557.10559           557.10559           155.78763            27.07110
          2324.15680             0.85050          -999.25000           281.09766           281.09766           559.25806           559.25806           158.57784            22.83077
          2324.30920             0.82670          -999.25000           277.02493           277.02493           549.14380           549.14380           154.26385            26.11171
          2324.46160             0.81378          -999.25000           273.16727           273.16727           531.82062           531.82062           150.12476            34.17638
          2324.61400             0.82338          -999.25000           269.81683           269.81683           524.06519           524.06519           147.29982            37.02047
          2324.76640             0.86550          -999.25000           260.52451           260.52451           530.81091           530.81091           136.78445            37.59624
          2324.91880             0.84591          -999.25000           253.28983           253.28983           538.36365           538.36365           128.74210            36.32268
          2325.07120             0.81572             0.60399           258.45917           258.45917           545.36145           545.36145           132.49411            31.45657
          2325.22360             0.85609          -999.25000           269.68164           269.68164           560.68298           560.68298           142.84029            28.12270
          2325.37600             0.85976          -999.25000           273.78677           273.78677           566.09528           566.09528           143.59444            25.81872
          2325.52840             0.86105          -999.25000           273.23895           273.23895           571.87738           571.87738           141.19894            26.52989
          2325.68080             0.87012          -999.25000           264.02859           264.02859           565.25311           565.25311           150.63802            29.82628
          2325.83320             0.85490             0.79886           257.28552           257.28552           544.68811           544.68811           144.96776            33.38800
          2325.98560             0.84658             0.80933           256.45871           256.45871           526.46240           526.46240           134.25244            36.21078
          2326.13800             0.83233             0.79325           263.01086           263.01086           515.40131           515.40131           134.11638            34.51248
          2326.29040             0.83844             0.82363           266.62091           266.62091           514.61719           514.61719           137.56592            33.63388
          2326.44280             0.86763             0.75137           267.96756           267.96756           524.02533           524.02533           141.78946            34.32727
          2326.59520             0.84805             0.71898           276.26291           276.26291           534.92529           534.92529           149.81425            36.00676
          2326.74760             0.84223             0.79109           280.82690           280.82690           546.67035           546.67035           149.50572            44.46813
          2326.90000             0.83160             0.87067           278.93082           278.93082           556.68726           556.68726           150.79947            52.69949
          2327.05240             0.80156             0.86250           275.74664           275.74664           553.23578           553.23578           158.10458            57.78851
          2327.20480             0.78833          -999.25000           266.34656           266.34656           542.61768           542.61768           163.38818            60.04170
          2327.35720             0.84050          -999.25000           267.66510           267.66510           540.47046           540.47046           151.42079            59.86616
          2327.50960             0.84505          -999.25000           272.81409           272.81409           542.15436           542.15436           141.33690            69.46715
          2327.66200             0.82361          -999.25000           270.57492           270.57492           537.72974           537.72974           143.19531            87.16311
          2327.81440             0.82792          -999.25000           273.86276           273.86276           527.73047           527.73047           146.67105           115.90118
          2327.96680             0.83933          -999.25000           271.69681           271.69681           525.72473           525.72473           156.41125            91.44923
          2328.11920             0.86501          -999.25000           270.19092           270.19092           528.05249           528.05249           156.96054            50.66375
          2328.27160             0.85368          -999.25000           273.07306           273.07306           525.78198           525.78198           151.23708            40.47600
          2328.42400             0.87280          -999.25000           274.40891           274.40891           523.25037           523.25037           150.62585            40.37517
          2328.57640             0.86730          -999.25000           278.61417           278.61417           522.35120           522.35120           147.54797            50.58803
          2328.72880             0.81336          -999.25000           282.63937           282.63937           527.00104           527.00104           139.56598            61.30356
          2328.88120             0.81080          -999.25000           278.87360           278.87360           524.87524           524.87524           137.92007            70.42145
          2329.03360             0.83379          -999.25000           272.45398           272.45398           522.36719           522.36719           150.76495            87.77125
          2329.18600             0.83733          -999.25000           271.64413           271.64413           517.36139           517.36139           152.42091           107.29520
          2329.33840             0.79929          -999.25000           266.31030           266.31030           512.20129           512.20129           143.14677           116.77966
          2329.49080             0.80819          -999.25000           254.92764           254.92764           510.27991           510.27991           138.56931           102.72688
          2329.64320             0.83663          -999.25000           260.55649           260.55649           517.85779           517.85779           141.45135            71.41573
          2329.79560             0.88619          -999.25000           261.45349           261.45349           542.40076           542.40076           145.05157            56.06521
          2329.94800             0.89113          -999.25000           263.90240           263.90240           556.47729           556.47729           152.03812            56.34709
          2330.10040             0.88343          -999.25000           272.67926           272.67926           551.71783           551.71783           159.99568            74.28318
          2330.25280             0.84825          -999.25000           278.79562           278.79562           542.65375           542.65375           163.21570           108.65267
          2330.40520             0.82124          -999.25000           279.58405           279.58405           531.03741           531.03741           162.86942           125.81114
          2330.55760             0.82093             0.86101           275.19135           275.19135           528.52057           528.52057           154.16176           104.57368
          2330.71000             0.83321             0.90456           271.46948           271.46948           541.10168           541.10168           145.56915            84.46059
          2330.86240             0.81452             0.95554           269.63632           269.63632           543.68243           543.68243           147.94467            79.71664
          2331.01480             0.79536             0.96115           277.81622           277.81622           541.92249           541.92249           149.19733            81.45811
          2331.16720             0.81400             0.96673           280.32211           280.32211           537.81653           537.81653           142.53229            80.75495
          2331.31960             0.84314             0.94853           273.87292           273.87292           527.46039           527.46039           142.35689            69.83511
          2331.47200             0.82863             0.92795           266.40579           266.40579           523.07538           523.07538           143.96158            59.74017
          2331.62440             0.83344             0.93954           265.94037           265.94037           529.49365           529.49365           139.92488            58.05527
          2331.77680             0.84808             0.97238           262.38699           262.38699           541.38696           541.38696           136.85281            63.54647
          2331.92920             0.87072             0.93811           262.35086           262.35086           535.32141           535.32141           136.00479            71.17575
          2332.08160             0.86404             0.88773           261.33047           261.33047           520.76556           520.76556           140.51231            77.95876
          2332.23400             0.83496          -999.25000           267.08990           267.08990           519.12891           519.12891           148.12898            81.02090
          2332.38640             0.85405          -999.25000           273.03067           273.03067           525.14337           525.14337           152.88736            81.56932
          2332.53880             0.84037          -999.25000           268.02765           268.02765           523.65991           523.65991           146.74655            85.02669
          2332.69120             0.85546          -999.25000           267.35104           267.35104           526.01733           526.01733           144.31927            80.51486
          2332.84360             0.86033             0.84008           271.86353           271.86353           525.53656           525.53656           138.63498            72.73000
          2332.99600             0.86360             0.81413           272.65466           272.65466           534.10083           534.10083           139.33397            69.21452
          2333.14840             0.83696             0.84073           272.23282           272.23282           543.39105           543.39105           142.45619            66.88223
          2333.30080             0.84280             0.81874           265.88715           265.88715           529.17346           529.17346           136.29576            65.64970
          2333.45320             0.83358             0.76963           265.38513           265.38513           518.36383           518.36383           133.45427            68.18858
          2333.60560             0.85885             0.82648           269.04651           269.04651           528.93182           528.93182           134.47241            54.82783
          2333.75800             0.87091             0.92237           269.25201           269.25201           529.54883           529.54883           133.69048            41.54514
          2333.91040             0.87862             0.95820           265.07272           265.07272           527.49237           527.49237           128.65935            39.81005
          2334.06280             0.86109             0.96492           266.48828           266.48828           523.24359           523.24359           132.90186            40.80559
          2334.21520             0.84695          -999.25000           268.27710           268.27710           521.13757           521.13757           136.45927            45.61060
          2334.36760             0.86184          -999.25000           261.38171           261.38171           515.75043           515.75043           136.72046            46.92793
          2334.52000             0.86734          -999.25000           257.40897           257.40897           514.50378           514.50378           138.07103            44.65614
          2334.67240          -999.25000          -999.25000           256.04263           256.04263           519.45038           519.45038           139.66437            41.40406
          2334.82480          -999.25000          -999.25000           249.43141           249.43141           510.98489           510.98489           137.54419            36.71678
          2334.97720          -999.25000          -999.25000           240.49467           240.49467           496.09564           496.09564           137.56187            31.03160
          2335.12960          -999.25000          -999.25000           244.59587           244.59587           509.55331           509.55331           148.86642            28.62524
          2335.28200          -999.25000          -999.25000           262.81149           262.81149           522.88293           522.88293           150.08046            29.16433
          2335.43440          -999.25000          -999.25000           272.74100           272.74100           529.70288           529.70288           140.25050            42.59556
          2335.58680             0.81417          -999.25000           275.50037           275.50037           535.69623           535.69623           137.47980            50.72786
          2335.73920             0.83182             0.93547           273.57211           273.57211           541.63153           541.63153           137.02530            47.11900
          2335.89160             0.81635          -999.25000           275.08539           275.08539           534.95996           534.95996           129.99342            43.46391
          2336.04400             0.82992          -999.25000           269.79041           269.79041           516.96509           516.96509           130.99138            34.09842
          2336.19640             0.83017          -999.25000           258.19669           258.19669           510.80554           510.80554           129.74834            28.68196
          2336.34880             0.82102             0.90689           255.57722           255.57722           522.96802           522.96802           126.93661            28.87307
          2336.50120             0.79814             0.94198           259.61572           259.61572           528.33368           528.33368           136.10310            31.33866
          2336.65360             0.80176             0.92245           263.09750           263.09750           528.33521           528.33521           143.30424            37.74921
          2336.80600             0.86231             0.93554           266.62442           266.62442           530.42523           530.42523           133.52257            37.03125
          2336.95840             0.87830             0.96957           271.41278           271.41278           526.69806           526.69806           135.93346            34.83987
          2337.11080             0.85791             0.97001           271.31207           271.31207           531.09863           531.09863           150.27277            32.61957
          2337.26320             0.85397          -999.25000           269.30841           269.30841           529.14062           529.14062           145.55864            26.55723
          2337.41560             0.85639          -999.25000           264.76389           264.76389           526.93726           526.93726           138.35771            23.85907
          2337.56800             0.90313          -999.25000           256.82925           256.82925           534.05688           534.05688           144.82384            22.40031
          2337.72040             0.90671          -999.25000           251.54486           251.54486           538.31329           538.31329           149.37714            22.31365
          2337.87280          -999.25000          -999.25000           250.54546           250.54546           542.53027           542.53027           154.45331            28.61889
          2338.02520          -999.25000          -999.25000           254.21918           254.21918           533.81396           533.81396           154.59753            32.85497
          2338.17760          -999.25000          -999.25000           256.55945           256.55945           501.58658           501.58658           152.77232            45.38809
          2338.33000          -999.25000          -999.25000           255.88510           255.88510           477.04086           477.04086           149.57167            54.11798
          2338.48240             0.70373          -999.25000           252.68298           252.68298           490.57208           490.57208           147.82532            51.70122
          2338.63480             0.79896          -999.25000           267.14359           267.14359           526.09869           526.09869           150.46173            52.54535
          2338.78720             0.78891          -999.25000           279.10797           279.10797           545.91351           545.91351           149.62917            56.07277
          2338.93960             0.84253             0.89069           281.52313           281.52313           539.22546           539.22546           143.02226            58.22215
          2339.09200             0.85845             0.87437           277.97070           277.97070           526.64081           526.64081           144.29898            55.11074
          2339.24440             0.85063          -999.25000           271.39200           271.39200           523.29517           523.29517           141.90770            52.48348
          2339.39680             0.82702          -999.25000           265.97559           265.97559           526.36078           526.36078           132.79999            55.06828
          2339.54920             0.83738          -999.25000           260.69833           260.69833           526.22760           526.22760           126.84190            62.82016
          2339.70160             0.84572          -999.25000           259.21054           259.21054           530.44818           530.44818           125.24184            64.46904
          2339.85400             0.86669          -999.25000           258.86362           258.86362           541.88983           541.88983           140.72707            58.36866
          2340.00640             0.87528             0.89287           266.85999           266.85999           542.04974           542.04974           146.73283            52.77843
          2340.15880             0.82038             0.79584           274.81061           274.81061           531.43164           531.43164           145.96477            52.71668
          2340.31120             0.80895          -999.25000           274.42670           274.42670           535.22772           535.22772           143.68546            52.86734
          2340.46360             0.85407          -999.25000           271.11572           271.11572           538.46777           538.46777           145.32968            51.93230
          2340.61600             0.81278          -999.25000           268.82184           268.82184           535.06134           535.06134           140.54095            53.20844
          2340.76840             0.79324          -999.25000           262.27036           262.27036           532.73706           532.73706           135.31024            50.16293
          2340.92080             0.82297          -999.25000           259.51428           259.51428           532.11792           532.11792           137.63515            47.02989
          2341.07320             0.86941          -999.25000           259.08978           259.08978           523.70050           523.70050           131.63374            47.63582
          2341.22560             0.88721          -999.25000           256.67459           256.67459           512.21265           512.21265           126.72069            49.96998
          2341.37800             0.87310          -999.25000           257.37701           257.37701           516.73883           516.73883           124.58994            52.06467
          2341.53040             0.86074             0.95248           257.38516           257.38516           525.23053           525.23053           128.10612            49.78649
          2341.68280             0.86864             0.94755           261.67014           261.67014           531.06848           531.06848           134.33202            48.78956
          2341.83520             0.87810          -999.25000           268.53516           268.53516           531.06866           531.06866           144.77325            52.91386
          2341.98760             0.89186          -999.25000           271.60696           271.60696           528.87036           528.87036           145.30251            57.23262
          2342.14000             0.86513          -999.25000           275.96075           275.96075           523.40894           523.40894           142.12903            55.96997
          2342.29240             0.83812          -999.25000           275.38953           275.38953           514.53204           514.53204           134.46983            48.08634
          2342.44480             0.84267             0.88427           270.50964           270.50964           518.24335           518.24335           134.00072            36.18430
          2342.59720             0.85515             0.94929           271.64368           271.64368           522.80621           522.80621           135.78014            31.72626
          2342.74960             0.85803             0.95904           264.64160           264.64160           521.87683           521.87683           141.55347            30.37898
          2342.90200             0.88161             0.96691           265.46103           265.46103           522.62134           522.62134           143.78802            32.18014
          2343.05440             0.86123             0.96798           266.32364           266.32364           520.35101           520.35101           133.20116            38.73790
          2343.20680             0.86006             0.95695           263.99826           263.99826           520.56689           520.56689           130.69739            46.88469
          2343.35920             0.88277             0.95601           260.00262           260.00262           521.48596           521.48596           130.99200            48.18641
          2343.51160             0.85640             0.95677           253.79900           253.79900           520.45721           520.45721           131.32516            44.60144
          2343.66400             0.83325          -999.25000           250.69051           250.69051           522.96600           522.96600           137.36472            43.26914
          2343.81640             0.87628          -999.25000           257.87985           257.87985           528.74884           528.74884           139.74773            43.39914
          2343.96880             0.84519          -999.25000           266.16077           266.16077           538.97675           538.97675           139.52637            44.66080
          2344.12120             0.82081          -999.25000           271.70343           271.70343           547.38910           547.38910           146.53438            48.89644
          2344.27360             0.83023             0.95064           275.02130           275.02130           550.10553           550.10553           142.55965            46.26943
          2344.42600             0.83611             0.94062           264.91730           264.91730           544.81641           544.81641           140.00589            39.75581
          2344.57840             0.84042             0.91711           259.12433           259.12433           537.49969           537.49969           144.92081            37.00616
          2344.73080             0.86791             0.89234           255.85022           255.85022           536.72913           536.72913           150.74628            39.77763
          2344.88320             0.87054          -999.25000           260.83987           260.83987           554.95361           554.95361           161.68137            46.93588
          2345.03560             0.86389          -999.25000           265.75409           265.75409           566.15448           566.15448           163.95474            55.34145
          2345.18800             0.86536          -999.25000           272.43875           272.43875           553.14716           553.14716           157.48732            58.55203
          2345.34040             0.85559             0.90146           270.92026           270.92026           536.64899           536.64899           150.93486            58.34763
          2345.49280             0.86507             0.91043           270.14658           270.14658           530.01837           530.01837           150.29568            60.19870
          2345.64520             0.87289             0.87409           270.94373           270.94373           548.64691           548.64691           150.54419            60.85532
          2345.79760             0.88233             0.91104           272.08215           272.08215           562.75836           562.75836           147.74551            59.50766
          2345.95000             0.87004             0.94955           277.52039           277.52039           556.08679           556.08679           143.09248            52.34948
          2346.10240             0.86206             0.95377           275.16476           275.16476           553.46283           553.46283           142.15207            42.41238
          2346.25480             0.87433             0.92373           268.55170           268.55170           546.39587           546.39587           151.72562            38.16734
          2346.40720             0.88560             0.91868           263.83429           263.83429           541.98376           541.98376           157.01575            38.60154
          2346.55960             0.87968             0.93937           266.19333           266.19333           540.89380           540.89380           144.82623            44.98235
          2346.71200             0.83919             0.92105           269.94534           269.94534           528.92169           528.92169           139.22978            48.93920
          2346.86440             0.83772             0.90746           271.72742           271.72742           521.79425           521.79425           144.74599            49.86210
          2347.01680             0.83660             0.95673           277.86908           277.86908           527.53699           527.53699           148.17241            51.14149
          2347.16920             0.84336             0.94613           277.22009           277.22009           530.77783           530.77783           151.78371            52.41930
          2347.32160             0.84697             0.93597           274.82031           274.82031           534.78027           534.78027           152.27493            53.41045
          2347.47400             0.84520             0.94978           274.16083           274.16083           536.77100           536.77100           149.35487            52.87643
          2347.62640             0.88162             0.94446           268.79266           268.79266           534.72809           534.72809           141.21768            49.82751
          2347.77880             0.88257             0.93434           262.39514           262.39514           533.67139           533.67139           138.61282            44.76796
          2347.93120             0.86486             0.93272           263.70410           263.70410           535.22729           535.22729           135.31976            39.84082
          2348.08360             0.89681             0.93333           257.56216           257.56216           535.83209           535.83209           142.31015            36.93279
          2348.23600             0.88190             0.93607           256.17108           256.17108           535.76825           535.76825           155.12753            36.76820
          2348.38840             0.86673             0.92753           263.03925           263.03925           539.19641           539.19641           153.08183            39.52778
          2348.54080             0.86772             0.93827           269.25540           269.25540           550.02234           550.02234           147.62109            42.41344
          2348.69320             0.85818             0.94185           267.26901           267.26901           556.24603           556.24603           150.17053            42.02197
          2348.84560             0.87274             0.94187           270.03320           270.03320           558.12885           558.12885           156.32112            40.25604
          2348.99800             0.88042             0.90502           268.38901           268.38901           554.83191           554.83191           157.42320            38.60866
          2349.15040             0.89119             0.87878           268.13583           268.13583           547.94415           547.94415           150.04922            37.92482
          2349.30280             0.89250             0.88693           269.38495           269.38495           548.25525           548.25525           143.75586            38.26381
          2349.45520             0.86668             0.81386           273.55212           273.55212           570.22119           570.22119           145.00529            39.69437
          2349.60760             0.88545             0.76227           272.70810           272.70810           587.05920           587.05920           152.54149            40.63705
          2349.76000             0.85004          -999.25000           277.59787           277.59787           584.64246           584.64246           148.76936            40.78076
          2349.91240             0.82240          -999.25000           286.14139           286.14139           577.06573           577.06573           142.69032            40.59528
          2350.06480             0.80928          -999.25000           285.18744           285.18744           558.39923           558.39923           138.94063            38.52769
          2350.21720             0.82778          -999.25000           284.86450           284.86450           536.97778           536.97778           140.41278            35.02833
          2350.36960             0.83775             0.90846           277.00339           277.00339           535.14124           535.14124           147.09778            35.35938
          2350.52200             0.83624             0.96024           273.09149           273.09149           539.55579           539.55579           146.66196            35.54271
          2350.67440             0.85153             0.97253           269.69238           269.69238           533.94495           533.94495           143.62787            37.29911
          2350.82680             0.89559             0.96628           265.43420           265.43420           526.28845           526.28845           142.65031            39.89020
          2350.97920             0.89010             0.96306           265.09830           265.09830           524.57739           524.57739           141.51624            41.10174
          2351.13160             0.88966             0.95465           263.40753           263.40753           522.93976           522.93976           140.77919            41.47858
          2351.28400             0.89560             0.95307           264.83524           264.83524           524.12146           524.12146           138.73930            41.51918
          2351.43640             0.89800             0.97163           268.30530           268.30530           526.12665           526.12665           141.90268            41.04845
          2351.58880             0.87495             0.96940           270.06778           270.06778           529.55652           529.55652           139.94592            39.37082
          2351.74120             0.84707             0.95004           270.65930           270.65930           532.01917           532.01917           137.59859            39.18044
          2351.89360             0.83521             0.93413           268.07724           268.07724           529.98059           529.98059           143.28383            39.16801
          2352.04600             0.85172             0.92241           266.12625           266.12625           531.96289           531.96289           146.94708            39.10896
          2352.19840             0.86948             0.94089           263.31165           263.31165           538.29614           538.29614           148.27657            40.21873
          2352.35080             0.86272             0.96301           261.97562           261.97562           538.07141           538.07141           142.14673            40.81979
          2352.50320             0.85920             0.94289           264.81403           264.81403           530.98309           530.98309           143.47707            41.36944
          2352.65560             0.83023             0.93299           268.07605           268.07605           526.25861           526.25861           148.02318            42.26998
          2352.80800             0.83104             0.93993           268.12781           268.12781           530.37769           530.37769           146.13725            43.45940
          2352.96040             0.87178             0.95526           268.68585           268.68585           536.30042           536.30042           148.02252            44.61304
          2353.11280             0.84774             0.94962           273.27658           273.27658           536.76978           536.76978           150.91849            44.51465
          2353.26520             0.80912             0.93431           278.07697           278.07697           534.14923           534.14923           147.43301            44.87081
          2353.41760             0.85723             0.94365           267.72250           267.72250           533.76428           533.76428           137.48564            42.70340
          2353.57000             0.87362             0.96350           261.71585           261.71585           532.96259           532.96259           135.93112            39.75929
          2353.72240             0.89555             0.97131           262.30933           262.30933           529.56854           529.56854           143.55788            36.61037
          2353.87480             0.86005             0.97057           263.90213           263.90213           528.46356           528.46356           148.37917            35.46512
          2354.02720             0.81335             0.95526           267.25717           267.25717           524.24152           524.24152           144.75743            38.78081
          2354.17960             0.83134             0.94208           271.64810           271.64810           524.66632           524.66632           145.42558            39.81092
          2354.33200             0.84781             0.95417           267.99789           267.99789           528.15875           528.15875           143.36319            37.54027
          2354.48440             0.84050             0.96818           261.05124           261.05124           528.50104           528.50104           138.30592            34.69171
          2354.63680             0.85603             0.96244           260.01752           260.01752           531.66754           531.66754           138.51395            33.27510
          2354.78920             0.85584             0.94436           267.21768           267.21768           539.48846           539.48846           143.84308            36.98204
          2354.94160             0.86342             0.92304           266.74982           266.74982           533.49078           533.49078           145.82748            41.63951
          2355.09400             0.88206             0.89689           263.13113           263.13113           513.87646           513.87646           144.16118            41.38536
          2355.24640             0.90671             0.90373           258.84079           258.84079           511.24420           511.24420           146.99110            38.00080
          2355.39880             0.91036             0.89551           260.22058           260.22058           508.67410           508.67410           151.49828            36.73326
          2355.55120             0.89507          -999.25000           262.56595           262.56595           509.45773           509.45773           149.67296            38.26617
          2355.70360             0.88916          -999.25000           264.54172           264.54172           511.42215           511.42215           145.86221            39.04226
          2355.85600             0.85213          -999.25000           263.47531           263.47531           513.87097           513.87097           146.78716            31.60401
          2356.00840             0.82940          -999.25000           265.39502           265.39502           520.63647           520.63647           148.40216            25.59526
          2356.16080             0.85326          -999.25000           275.19040           275.19040           526.45819           526.45819           147.11473            25.82482
          2356.31320             0.84708          -999.25000           276.28616           276.28616           527.77417           527.77417           154.82751            36.42009
          2356.46560             0.84885          -999.25000           280.76993           280.76993           532.76550           532.76550           157.41891            50.56850
          2356.61800             0.88326          -999.25000           281.97549           281.97549           541.79242           541.79242           159.40543            54.82387
