DEPTH,SWOB,STOR,RPM,SPPA,SMSE,TFLO,ECD,Formation,ROP5
4715.5815,17.2162,34.7361,143,26931.27,31.3619,3724.883,1503.723,Ben Nevis Formation,33.6213
4716.0835,15.9965,36.1326,145,26896.86,45.4486,3725.792,1503.628,Ben Nevis Formation,31.9801
4716.5625,15.3824,35.0072,147,26893.83,41.758,3715.912,1504.558,Ben Nevis Formation,31.2739
4717.0376,14.734,34.3564,146,26906.24,45.2461,3731.167,1503.193,Ben Nevis Formation,29.5511
4717.5635,15.719,33.7192,145,26916.3,51.5552,3732.984,1503.604,Ben Nevis Formation,29.0937
4718.1616,16.8813,36.6613,145,26933.75,34.1821,3727.571,1503.746,Ben Nevis Formation,32.2834
4718.6563,15.9534,34.831,144,26958.02,43.171,3697.023,1506.712,Ben Nevis Formation,31.9967
4719.1987,15.751,35.0886,142,26919.34,37.6393,3711.407,1503.296,Ben Nevis Formation,33.1665
4719.7871,15.7419,37.4206,145,26893.35,39.26,3717.691,1503.185,Ben Nevis Formation,32.7363
4720.1792,14.7053,33.8683,145,26907.89,53.2624,3724.883,1502.346,Ben Nevis Formation,30.831
4720.5815,14.5863,34.3293,145,26899.28,45.0405,3728.479,1502.016,Ben Nevis Formation,27.1983
4721.0342,16.2269,34.614,144,26902.79,47.9941,3732.075,1502.695,Ben Nevis Formation,25.532
4721.6421,17.1765,35.3733,146,26955.54,29.7928,3721.287,1503.345,Ben Nevis Formation,28.9884
4722.0532,15.9237,34.4378,144,26889.35,48.895,3738.359,1502.758,Ben Nevis Formation,28.7509
4722.5903,16.2264,35.8749,144,27049.3,36.935,3742.864,1502.402,Ben Nevis Formation,31.2202
4723.1367,15.8435,35.1292,145,27031.65,37.64,3736.58,1503.063,Ben Nevis Formation,29.8812
4723.8672,19.6012,40.1593,142,27049.03,29.1331,3732.075,1503.435,Ben Nevis Formation,36.7442
4724.4502,18.2759,36.824,144,27081.78,38.4055,3731.167,1507.147,Ben Nevis Formation,37.2834
4725.04,19.2647,36.9867,144,27090.81,33.3346,3739.268,1504.743,Ben Nevis Formation,37.5893
4725.8013,19.8512,39.8746,144,27067.09,33.3298,3732.984,1504.344,Ben Nevis Formation,39.6662
4726.2876,15.8716,35.0479,145,27069.58,47.7252,3736.58,1503.998,Ben Nevis Formation,37.92
4726.7974,15.8843,35.5496,145,27030.34,39.9421,3736.58,1503.392,Ben Nevis Formation,32.9726
4727.1973,16.0731,33.3396,145,27023.24,54.2801,3739.268,1502.808,Ben Nevis Formation,29.0825
4727.8008,16.1537,35.1292,145,27056.27,39.3839,3735.672,1504.477,Ben Nevis Formation,30.6179
4728.2598,16.6315,34.8581,145,27055.3,44.5416,3736.58,1503.371,Ben Nevis Formation,29.3322
4728.7676,16.3263,34.7225,144,27069.58,42.4762,3746.46,1504.04,Ben Nevis Formation,31.1574
4729.5801,19.9936,37.5426,144,27102.95,31.6439,3737.451,1510.761,Ben Nevis Formation,38.281
4730.1797,17.2879,38.1798,146,27167.07,41.7639,3736.58,1508.61,Ben Nevis Formation,42.1966
4730.6885,16.7823,35.9834,146,27106.39,43.5122,3741.956,1504.951,Ben Nevis Formation,36.4494
4731.2412,17.4357,34.9666,144,27065.78,40.1511,3734.763,1505.61,Ben Nevis Formation,31.9758
4731.9263,18.2079,38.9391,145,27107.01,34.5188,3731.167,1507.007,Ben Nevis Formation,35.1907
4732.6421,18.2751,41.1762,144,27117.91,28.9786,3742.864,1505.6,Ben Nevis Formation,42.1794
4733.2759,19.1173,38.0443,151,27044.96,30.4393,3733.893,1522.785,Ben Nevis Formation,40.3159
4733.9785,18.4235,40.4576,145,27069.3,34.7355,3732.984,1504.33,Ben Nevis Formation,40.6539
4734.688,17.1454,39.2103,146,27032.48,36.7859,3734.763,1504.45,Ben Nevis Formation,42.5381
4735.2915,15.8547,35.9156,147,26997.04,36.7869,3742.864,1504.337,Ben Nevis Formation,40.7449
4735.8511,15.7194,36.824,146,26965.53,41.137,3731.167,1501.942,Ben Nevis Formation,35.9187
4736.3896,14.8345,35.3326,145,26939.88,41.276,3733.893,1502.094,Ben Nevis Formation,33.4309
4737.0527,17.4799,37.3799,145,26942.44,33.6355,3722.196,1503.75,Ben Nevis Formation,35.2251
4737.8433,16.7865,38.6815,146,26955.05,39.1275,3729.388,1505.636,Ben Nevis Formation,42.851
4738.3472,14.4028,27.957,112,26961.46,21.3568,3723.975,1494.096,Ben Nevis Formation,42.6912
4738.9771,15.0515,36.4579,149,26895.62,36.1057,3734.763,1500.844,Ben Nevis Formation,38.7739
4739.7925,16.1312,38.7357,147,26954.78,30.147,3724.883,1500.945,Ben Nevis Formation,44.5295
4740.4702,16.3765,37.1223,146,26976.15,27.5334,3724.883,1500.817,Ben Nevis Formation,44.814
4741.1245,13.7924,36.3495,149,26917.34,32.405,3727.571,1501.457,Ben Nevis Formation,40.2947
4741.8022,13.6341,36.1868,148,26908.72,37.4323,3725.792,1500.567,Ben Nevis Formation,41.7081
4742.561,16.5154,38.4917,147,26903.41,27.0726,3728.479,1500.424,Ben Nevis Formation,42.258
4743.271,15.3096,39.373,148,26929.54,29.2459,3715.003,1501.561,Ben Nevis Formation,43.3971
4743.7588,12.6902,34.4378,148,26948.44,50.5551,3723.975,1502.486,Ben Nevis Formation,38.4451
4744.3618,14.8907,35.8207,147,26835.57,36.002,3707.811,1500.847,Ben Nevis Formation,35.8516
4745.1191,17.7227,38.9391,147,26889.28,27.1489,3722.196,1501.975,Ben Nevis Formation,36.841
4745.5996,13.5461,34.8174,148,26871.83,50.7899,3701.527,1500.36,Ben Nevis Formation,36.9219
4745.9937,12.0431,33.665,147,26848.53,51.6452,3718.599,1499.524,Ben Nevis Formation,32.8032
4746.501,13.9853,33.9226,148,26822.81,42.1379,3718.599,1499.429,Ben Nevis Formation,28.9838
4747.3184,18.543,37.3935,148,26856.53,27.5725,3712.316,1501.053,Ben Nevis Formation,35.5171
4747.9795,15.9136,35.5631,148,26936.85,42.9819,3714.095,1509.057,Ben Nevis Formation,43.9947
4748.6016,15.4292,37.3799,148,26888.11,36.1722,3719.508,1499.795,Ben Nevis Formation,40.3769
4749.3809,15.6469,38.1663,148,26878.8,28.5162,3714.095,1501.173,Ben Nevis Formation,42.2129
4749.9917,13.5327,37.7731,148,26875.07,38.3213,3706.903,1500.55,Ben Nevis Formation,41.5545
4750.5547,14.6589,35.6038,147,26868.52,39.5977,3718.599,1501.459,Ben Nevis Formation,36.7526
4751.3545,15.8695,38.7357,148,26892.31,23.6017,3711.407,1503.086,Ben Nevis Formation,40.5908
4752.2236,20.5881,40.2678,147,26966.02,29.3573,3699.71,1534.402,Ben Nevis Formation,52.1479
4752.3184,17.4353,34.1124,147,26864.8,41.4449,3722.196,1498.335,Ben Nevis Formation,47.6942
4752.8213,13.9175,34.1259,148,26802.47,47.3886,3721.287,1497.986,Ben Nevis Formation,37.8385
4753.3267,13.9415,34.831,148,26800.96,39.9835,3719.508,1498.399,Ben Nevis Formation,31.9024
4754.0977,17.7719,38.4239,148,26823.92,30.312,3710.499,1499.015,Ben Nevis Formation,34.9293
4754.6953,16.8122,36.6884,148,26815.99,38.0683,3708.719,1499.918,Ben Nevis Formation,39.2992
4755.3687,17.3698,38.0171,148,26813.3,31.402,3723.104,1499.03,Ben Nevis Formation,38.1597
4756.1157,17.1071,38.6544,147,26828.12,28.7645,3722.196,1500.412,Ben Nevis Formation,41.3396
4756.6538,15.4501,34.4649,148,26833.36,44.0505,3716.782,1500.564,Ben Nevis Formation,39.4207
4757.3657,16.9402,35.6851,147,26865.49,33.3104,3725.792,1502.46,Ben Nevis Formation,39.7022
4758.0967,16.709,38.0849,149,26874.38,38.4703,3703.306,1505.366,Ben Nevis Formation,43.1851
4758.811,18.5704,37.8409,148,26960.36,34.6676,3706.903,1510.305,Ben Nevis Formation,43.0501
4759.2607,16.7047,33.2175,148,27025.45,31.0715,3705.994,1510.98,Ben Nevis Formation,34.6232
4759.7607,16.9893,32.9735,149,26946.92,38.7138,3726.7,1503.53,Ben Nevis Formation,33.2041
4760.4624,17.6981,36.6342,146,26968.57,33.2015,3723.975,1507.71,Ben Nevis Formation,32.0156
4761.2476,20.2749,38.6679,146,27064.89,24.5026,3710.499,1507.561,Ben Nevis Formation,42.9065
4761.5479,15.8884,32.5125,148,27045.03,62.201,3713.186,1507.758,Ben Nevis Formation,34.5774
4762.4531,20.9987,41.2575,147,27113.56,25.8882,3722.196,1510.122,Ben Nevis Formation,38.7146
4762.9053,18.1114,37.5968,147,27148.11,39.063,3717.691,1512.572,Ben Nevis Formation,37.2012
4763.3506,17.0744,33.6785,149,27050.13,41.785,3723.975,1504.122,Ben Nevis Formation,34.1495
4763.8872,18.7469,36.2275,149,27115.63,46.3759,3714.095,1507.316,Ben Nevis Formation,29.8972
4764.4229,16.8139,36.3224,148,27020.14,42.5791,3723.104,1504.173,Ben Nevis Formation,32.0832
4765.0605,16.1106,36.5935,147,26979.25,36.7424,3717.691,1503.546,Ben Nevis Formation,33.6725
4765.5845,15.732,33.2989,147,26992.49,43.0616,3706.903,1503.7,Ben Nevis Formation,34.477
4766.3203,18.7329,36.0376,148,27010.9,26.2008,3723.104,1506.096,Ben Nevis Formation,37.8086
4766.7305,10.7291,24.9471,151,26824.33,19.3379,3705.994,1494.869,Ben Nevis Formation,37.5532
4767.5439,12.8009,33.0955,150,26852.39,33.2126,3715.912,1496.49,Ben Nevis Formation,45.8631
4768.1646,12.167,30.9669,151,23783.81,34.9856,3583.763,1490.546,Ben Nevis Formation,40.7595
4768.5303,10.3505,29.3941,151,23494.78,47.0589,3516.345,1491.491,Ben Nevis Formation,31.5306
4769.145,13.7019,32.3634,151,22953.41,32.9418,3489.393,1488.843,Ben Nevis Formation,31.5752
4770.0171,17.0253,35.2106,150,22024.54,26.5261,3423.754,1489.441,Ben Nevis Formation,40.6249
4770.1621,10.8881,29.7195,150,25729.92,21.9132,3532.509,1494.986,Ben Nevis Formation,30.3817
4770.4058,11.2419,30.0449,150,26730.7,89.8445,3708.719,1495.953,Ben Nevis Formation,25.8863
4770.9209,15.9661,32.0109,149,26851.43,26.1988,3710.499,1495.604,Ben Nevis Formation,25.2282
4771.5386,15.6249,33.448,149,26863.15,30.2819,3708.719,1496.248,Ben Nevis Formation,22.8862
4771.9893,12.7648,32.0244,149,26878.8,51.6378,3709.59,1496.163,Ben Nevis Formation,33.8292
4772.5474,15.6762,32.5668,149,26897.34,37.8363,3710.499,1496.819,Ben Nevis Formation,31.6148
4773.3003,18.4139,37.2443,150,26910.24,28.4464,3711.407,1498.703,Ben Nevis Formation,36.1031
4773.9019,16.6009,33.9226,151,26906.17,37.5931,3700.619,1498.59,Ben Nevis Formation,40.4306
4774.415,14.9478,35.4546,151,26890.52,42.0182,3696.114,1498.241,Ben Nevis Formation,36.2675
4775.0122,14.9039,34.3158,151,26930.03,36.4445,3704.215,1498.382,Ben Nevis Formation,33.5669
4775.4863,13.5842,34.2208,149,26899.69,35.9073,3708.719,1498.04,Ben Nevis Formation,31.7121
4775.9771,14.1619,33.5158,151,26894.45,42.8683,3701.527,1496.682,Ben Nevis Formation,31.1183
4776.5884,16.3391,35.6038,151,26903.55,30.0648,3702.398,1498.339,Ben Nevis Formation,31.2065
4777.562,17.8826,40.4983,149,26901,25.7598,3700.619,1499.929,Ben Nevis Formation,49.8738
4778.1172,14.0865,34.6276,151,26896.79,42.2678,3710.499,1498.559,Ben Nevis Formation,43.839
4778.5786,15.3075,32.4583,150,26936.09,46.5084,3715.912,1497.46,Ben Nevis Formation,36.8488
4779.3086,19.34,39.1425,151,26925.47,28.9262,3709.59,1498.589,Ben Nevis Formation,33.7838
4779.8818,12.5441,35.1021,150,26894.79,50.9848,3700.619,1499.493,Ben Nevis Formation,38.5283
4780.5718,14.442,38.4374,152,26864.94,34.5777,3708.719,1498.605,Ben Nevis Formation,38.7898
4781.1108,13.6128,34.6412,151,26869.01,37.9334,3707.811,1498.504,Ben Nevis Formation,34.5995
4781.7754,14.7576,36.8376,150,26867.28,32.8331,3701.527,1499.138,Ben Nevis Formation,36.6497
4782.3955,13.563,30.411,152,26866.8,91.2747,3706.903,1497.252,Ben Nevis Formation,27.3442
4782.7744,13.9953,31.4007,150,26895.14,56.9486,3706.903,1497.687,Ben Nevis Formation,24.4697
4783.2578,14.9081,32.499,150,26835.64,38.7856,3714.095,1498.86,Ben Nevis Formation,22.5121
4783.5659,12.8349,32.1058,152,26840.95,50.9166,3721.287,1498.297,Ben Nevis Formation,25.6975
4784.1567,16.0607,34.4242,151,26869.56,41.418,3712.316,1498.186,Ben Nevis Formation,25.7182
4784.4165,13.9866,32.2956,149,26802.75,60.5599,3702.398,1496.873,Ben Nevis Formation,24.95
4785.041,16.891,38.5052,149,26819.3,31.9711,3709.59,1497.262,Ben Nevis Formation,27.6037
4785.7363,18.6616,39.7119,152,26808.82,42.3735,3715.912,1497.638,Ben Nevis Formation,35.1922
4786.397,19.4907,40.8508,149,26861.29,34.2977,3714.095,1497.261,Ben Nevis Formation,38.9411
4786.9082,22.3083,35.7529,149,26828.67,31.4388,3712.316,1495.649,Ben Nevis Formation,35.6594
4787.2437,21.4192,34.1124,150,26809.23,66.5833,3705.994,1495.586,Ben Nevis Formation,30.0995
4787.6929,22.1528,35.7394,150,26813.64,60.9311,3713.186,1495.25,Ben Nevis Formation,27.2807
4788.1636,24.4178,38.3154,150,26754.62,50.1369,3711.407,1494.909,Ben Nevis Formation,27.6882
4788.4761,18.83,40.1051,152,26736.35,63.6302,3705.123,1495.103,Ben Nevis Formation,25.2258
4788.6694,14.249,32.9871,151,26759.59,80.9682,3703.306,1494.056,Ben Nevis Formation,21.9945
4789.1162,14.8954,36.1461,151,26786.68,50.7997,3720.379,1493.467,Ben Nevis Formation,21.6782
4789.5181,16.7783,34.7496,151,26793.58,55.9538,3706.903,1493.898,Ben Nevis Formation,20.7254
4790.0947,17.9118,38.3561,150,26752.62,45.5643,3716.782,1494.548,Ben Nevis Formation,25.2473
4790.4214,15.7066,34.5327,149,26752.35,65.02,3710.499,1493.224,Ben Nevis Formation,25.3073
4790.7373,15.7001,33.1633,150,26755.87,73.125,3712.316,1492.66,Ben Nevis Formation,24.1333
4791.7104,23.3868,43.9963,149,26775.79,32.7356,3700.619,1494.499,Ben Nevis Formation,33.4454
4792.0898,21.2919,36.9732,150,26751.38,66.7509,3705.123,1493.418,Ben Nevis Formation,39.0569
4792.4814,23.1502,36.3224,149,26746.76,59.916,3707.811,1492.839,Ben Nevis Formation,35.292
4792.6494,19.7412,33.7328,150,26702.77,61.0658,3708.719,1492.556,Ben Nevis Formation,25.0746
4792.896,20.2551,34.4107,150,26740.08,117.2573,3715.003,1492.762,Ben Nevis Formation,20.7683
4793.2798,20.6207,35.1564,149,26764.83,62.8731,3704.215,1492.438,Ben Nevis Formation,18.4916
4793.4478,14.0555,34.7361,152,26728.97,78.7262,3705.123,1492.912,Ben Nevis Formation,17.021
4793.9814,19.937,38.207,152,26776.2,19.6387,3732.075,1493.065,Ben Nevis Formation,18.0147
4794.1885,16.7819,32.9057,151,26743.32,38.2062,3705.994,1492.774,Ben Nevis Formation,18.3925
4794.5435,16.0326,36.241,150,26764.83,50.3101,3705.994,1492.455,Ben Nevis Formation,19.8396
4794.9644,17.0153,34.6954,149,26733.53,43.8017,3718.599,1491.619,Ben Nevis Formation,22.2598
4795.5986,16.3208,31.7261,149,27846.55,53.175,3788.705,1492.763,Ben Nevis Formation,22.5421
4796.1553,14.397,32.5261,147,27868.68,32.6992,3788.705,1494.932,Ben Nevis Formation,30.7574
4796.7559,15.7341,35.6173,149,27877.16,33.1563,3798.585,1495.577,Ben Nevis Formation,31.4342
4797.3257,16.1389,35.5767,146,27817.52,23.1881,3776.138,1495.723,Ben Nevis Formation,34.9961
4797.7188,14.9148,31.9431,148,27841.17,49.4299,3786.888,1494.387,Ben Nevis Formation,31.2484
4798.0215,10.8686,31.699,149,27847.03,64.3058,3789.614,1494.331,Ben Nevis Formation,27.1571
4798.3511,15.4989,30.4246,147,27805.87,53.059,3788.705,1494.269,Ben Nevis Formation,24.3014
4798.8115,14.6024,36.6749,147,27844.82,50.3804,3793.21,1495.95,Ben Nevis Formation,22.3024
4799.3359,12.005,32.282,147,27849.3,43.737,3777.009,1495.852,Ben Nevis Formation,23.9562
4800.0269,15.3332,35.6173,149,27866.47,25.978,3782.422,1496.48,Ben Nevis Formation,34.634
4800.5547,14.9584,34.8581,148,27814.62,41.8715,3790.485,1495.624,Ben Nevis Formation,34.3962
4801.0938,15.1995,35.4953,149,27885.22,34.5682,3778.825,1495.776,Ben Nevis Formation,36.8462
4801.666,15.1478,33.9497,147,27801.46,37.6456,3787.797,1495.921,Ben Nevis Formation,32.6444
4802.0571,15.3628,31.7126,147,27901.84,56.7255,3777.009,1495.596,Ben Nevis Formation,29.5412
4802.5713,15.1932,33.9497,148,27892.26,41.4237,3777.917,1496.761,Ben Nevis Formation,29.1033
4803.0967,18.1671,33.0277,146,27862.54,33.2293,3781.513,1495.906,Ben Nevis Formation,28.5813
4803.7246,20.7302,37.0952,147,27894.05,34.7773,3780.604,1495.789,Ben Nevis Formation,33.6478
4804.1934,17.2898,38.4103,149,27861.44,46.7581,3769.816,1495.449,Ben Nevis Formation,34.2564
4804.7241,17.5204,36.4715,148,27864.54,29.9,3775.229,1495.35,Ben Nevis Formation,31.8398
4805.0864,16.1515,32.8515,148,27837.03,59.4396,3781.513,1494.778,Ben Nevis Formation,28.0404
4805.6377,17.2984,34.8174,147,27819.79,39.9642,3774.321,1494.927,Ben Nevis Formation,27.8409
4805.981,15.9756,33.5972,147,27883.43,47.4027,3773.412,1496.124,Ben Nevis Formation,26.1607
4806.5493,22.0169,35.997,147,27817.04,27.4197,3786.018,1496.27,Ben Nevis Formation,29.4227
4807.1372,19.6311,39.1967,147,27794.63,39.3411,3777.009,1496.916,Ben Nevis Formation,29.943
4807.6445,20.0087,34.831,148,27814.9,48.0951,3784.201,1495.561,Ben Nevis Formation,34.4724
4808.2207,21.2197,38.1527,146,27826.28,44.5746,3789.614,1495.453,Ben Nevis Formation,33.5813
4808.7451,18.7104,38.0036,147,27795.39,33.0791,3777.009,1495.859,Ben Nevis Formation,31.9827
4809.1953,18.3083,37.0138,147,27779.12,47.93,3784.201,1495.523,Ben Nevis Formation,30.8464
4809.7808,16.3772,40.0915,148,27768.77,35.0717,3787.797,1496.926,Ben Nevis Formation,32.0022
4810.5469,20.5878,40.9593,148,27848.2,26.8185,3786.018,1496.279,Ben Nevis Formation,41.6478
4811.0625,14.7732,36.3088,147,27796.14,36.3066,3777.917,1496.938,Ben Nevis Formation,36.9654
4811.7725,17.0796,37.2443,148,27807.66,26.788,3782.422,1497.31,Ben Nevis Formation,40.4917
4812.2256,13.6165,32.6617,146,27812.9,44.1536,3778.825,1497.729,Ben Nevis Formation,34.7079
4812.7803,16.037,35.2377,147,27849.3,35.2248,3785.109,1497.121,Ben Nevis Formation,34.2438
4813.2871,15.2283,34.9123,148,27823.31,38.9483,3782.422,1497.278,Ben Nevis Formation,30.1403
4813.6978,15.0665,33.9768,148,27845.1,53.9002,3786.018,1496.194,Ben Nevis Formation,29.3729
4813.9478,13.4578,30.9804,148,27833.31,42.767,3787.797,1495.895,Ben Nevis Formation,25.3871
4814.6602,20.6605,38.3832,147,27870.75,26.9865,3783.33,1496.77,Ben Nevis Formation,27.2884
4815.3955,20.7983,40.1593,147,27799.04,37.5278,3783.33,1497.388,Ben Nevis Formation,34.5917
4815.7632,18.9956,32.9464,147,27834.41,64.3028,3782.422,1497.067,Ben Nevis Formation,34.8472
4816.4253,19.8256,38.6137,148,27839.65,40.6234,3779.734,1497.699,Ben Nevis Formation,33.5733
4816.8218,16.9912,34.9123,147,27851.58,54.9958,3790.485,1498.38,Ben Nevis Formation,29.388
4817.228,14.4895,34.8174,148,27865.37,44.5168,3801.273,1497.8,Ben Nevis Formation,30.5355
4817.6592,17.63,32.2007,147,27861.51,51.539,3779.734,1496.209,Ben Nevis Formation,25.7542
4818.0522,20.6235,34.2208,146,27850.41,55.1298,3791.393,1496.135,Ben Nevis Formation,25.1143
4818.4365,22.5445,34.6818,146,27862.68,58.9421,3776.138,1496.064,Ben Nevis Formation,24.8242
4818.7295,22.9803,34.1124,148,27843.31,80.9151,3779.734,1495.253,Ben Nevis Formation,22.4372
4818.9868,14.8628,35.7123,149,27827.79,71.6581,3789.614,1496.968,Ben Nevis Formation,19.6565
4819.1963,13.9452,31.4685,148,27812.83,88.9986,3779.734,1495.418,Ben Nevis Formation,18.7029
4819.6348,15.5445,36.4715,147,27854.82,60.9832,3790.485,1496.343,Ben Nevis Formation,18.4551
4820.2095,20.82,35.1021,148,27867.92,25.6099,3782.422,1496.235,Ben Nevis Formation,22.6715
4820.9277,20.7478,36.3359,147,27865.64,35.6364,3776.138,1496.856,Ben Nevis Formation,38.7408
4821.498,24.1994,43.6573,148,27909.56,33.9968,3786.018,1497.001,Ben Nevis Formation,43.5279
4821.8442,15.3999,35.5902,148,27856.34,76.9857,3787.797,1495.929,Ben Nevis Formation,32.4487
4822.2925,18.1686,36.946,150,27836.55,45.0887,3785.109,1496.852,Ben Nevis Formation,28.2094
4823.0518,24.7895,44.0099,146,27877.92,28.982,3781.513,1497.213,Ben Nevis Formation,29.746
4823.6719,18.3024,38.3968,149,27846.34,40.3204,3785.109,1496.845,Ben Nevis Formation,39.2603
4823.9434,13.6035,29.8551,151,27411.35,99.9562,3748.239,1494.026,Ben Nevis Formation,28.2072
4824.7554,16.8753,39.8475,153,27438.03,28.0906,3739.268,1495.888,Ben Nevis Formation,28.1162
4825.542,15.8383,38.5866,152,27459.13,30.6863,3746.46,1496.243,Ben Nevis Formation,48.654
4826.145,15.3628,37.529,149,27440.65,37.8034,3745.552,1496.13,Ben Nevis Formation,40.4878
4826.7344,16.6179,36.2817,151,27452.92,38.6519,3736.58,1496.271,Ben Nevis Formation,36.7998
4827.3726,17.5965,37.6782,150,27474.99,34.4622,3743.772,1495.649,Ben Nevis Formation,36.7624
4827.9224,18.4668,38.0985,151,27415.76,46.5734,3744.643,1495.797,Ben Nevis Formation,36.0074
4828.5903,17.8105,40.4983,153,27472.16,38.5781,3741.047,1496.678,Ben Nevis Formation,37.0526
4829.3804,17.1552,41.2711,152,27468.78,33.2053,3747.369,1496.53,Ben Nevis Formation,43.1596
4829.9922,16.5586,37.9765,153,27502.98,38.9951,3743.772,1496.918,Ben Nevis Formation,41.7834
4830.6357,17.9553,37.3121,151,27527.18,37.3844,3747.369,1496.545,Ben Nevis Formation,38.9299
4831.3638,19.5384,37.8816,152,27517.8,34.0768,3732.075,1496.409,Ben Nevis Formation,40.4969
4832.0059,20.5786,37.2172,150,27492.22,37.7112,3732.984,1496.791,Ben Nevis Formation,40.3443
4832.5815,20.7482,40.1593,153,27518.22,43.0434,3747.369,1497.186,Ben Nevis Formation,37.5043
4833.2085,17.1384,41.3389,153,27523.25,42.4228,3728.479,1497.068,Ben Nevis Formation,36.6547
4833.9492,20.1605,39.9424,151,27526.01,32.6951,3739.268,1496.678,Ben Nevis Formation,39.1803
4834.5493,16.4839,38.1392,151,27671.28,43.3125,3744.643,1497.319,Ben Nevis Formation,39.2745
4835.147,17.1927,36.4037,153,25946.56,38.0783,3725.792,1494.443,Ben Nevis Formation,37.1477
4835.6792,19.7777,36.1054,152,24598.22,49.0026,3562.186,1492.082,Ben Nevis Formation,34.1149
4836.4209,22.3121,43.1557,151,25983.1,32.5422,3594.552,1496.214,Ben Nevis Formation,37.7693
4837.2705,19.5256,42.654,151,24973.84,33.7895,3438.138,1494.296,Ben Nevis Formation,49.415
4837.7866,14.7986,36.6342,153,26625.83,50.3578,3628.696,1497.715,Ben Nevis Formation,41.5904
4838.3257,14.4641,37.1901,152,27675.76,41.1699,3765.349,1499.623,Ben Nevis Formation,35.3323
4839.0576,15.683,39.1696,153,27739.33,32.5124,3759.936,1500.49,Ben Nevis Formation,35.4631
4839.7271,15.1502,37.7731,153,27575.38,38.5573,3742.864,1500.866,Ben Nevis Formation,41.4582
4840.4033,16.3111,37.3663,150,27524.15,35.4027,3740.176,1499.985,Ben Nevis Formation,40.8562
4840.999,16.6162,34.7225,151,27512.29,30.0575,3746.46,1499.12,Ben Nevis Formation,37.9677
4841.7285,18.8276,39.8068,150,27513.53,24.1735,3737.451,1498.731,Ben Nevis Formation,39.8329
4842.4697,18.0894,41.1898,153,27506.91,31.2949,3739.268,1500.349,Ben Nevis Formation,43.2982
4843.1152,17.1853,38.573,152,27510.98,30.7317,3729.388,1499.976,Ben Nevis Formation,42.2957
4843.792,18.5287,37.868,152,27512.15,32.2493,3732.984,1499.096,Ben Nevis Formation,39.9609
4844.645,18.7666,41.3253,153,27518.56,31.3026,3747.369,1498.935,Ben Nevis Formation,46.0104
4845.0571,13.3836,34.9259,153,27470.02,45.474,3745.552,1498.858,Ben Nevis Formation,37.1025
4845.6934,16.6236,36.2139,152,27500.91,32.9039,3743.772,1498.99,Ben Nevis Formation,35.646
4846.6602,21.2952,43.237,150,27515.87,22.1991,3733.893,1500.063,Ben Nevis Formation,50.0367
4847.3755,18.9439,40.0644,151,27515.6,39.1741,3742.864,1498.925,Ben Nevis Formation,51.2285
4847.8813,16.5315,37.7324,152,27505.05,52.6349,3746.46,1498.83,Ben Nevis Formation,41.5032
4848.4888,17.1644,38.2476,151,27443.2,36.0608,3734.763,1498.214,Ben Nevis Formation,36.9437
4849.2705,21.7933,40.3085,152,27470.51,25.5394,3736.58,1498.57,Ben Nevis Formation,39.4354
4850.3389,20.7095,45.0267,150,27453.48,37.1368,3731.167,1500.376,Ben Nevis Formation,64.6436
4850.8989,16.3864,38.1663,152,27460.65,45.2576,3736.58,1498.265,Ben Nevis Formation,47.5245
4851.6865,20.0235,38.4646,149,27445.2,39.5274,3744.643,1499.121,Ben Nevis Formation,39.6492
4852.4082,19.8252,38.8713,152,27428.72,51.1807,3731.167,1499.488,Ben Nevis Formation,45.2362
4853.2427,22.4344,40.4441,149,26194.29,29.914,3626.917,1494.318,Ben Nevis Formation,47.5718
4853.5474,15.4201,35.6173,149,26468.21,51.9933,3654.777,1493.76,Ben Nevis Formation,33.3145
4854.1772,19.6443,39.2509,149,26525.51,28.4314,3650.273,1493.643,Ben Nevis Formation,34.6471
4854.6978,18.8347,36.1326,149,26548.75,45.508,3656.557,1494.549,Ben Nevis Formation,29.5045
4855.3638,21.0009,39.3323,150,23024.56,19.3503,3341.08,1488.661,Ben Nevis Formation,38.1115
4856.0991,20.4768,40.5525,148,23303.38,36.1117,3293.422,1490.781,Ben Nevis Formation,41.3208
4856.7075,18.8835,39.2509,151,21374.92,30.2489,3371.629,1486.158,Ben Nevis Formation,42.8423
4857.3843,18.4223,39.956,149,24244.04,35.9406,3331.2,1490.794,Ben Nevis Formation,40.1498
4858.6128,23.0845,47.3045,150,26227.11,24.5933,3633.2,1495.828,Ben Nevis Formation,64.7433
4859.0391,14.7009,35.9834,152,26507.52,54.9908,3639.484,1494.997,Ben Nevis Formation,51.9259
4859.5635,16.8698,35.3462,149,26545.51,47.5987,3654.777,1494.65,Ben Nevis Formation,36.6786
4859.9766,15.1776,32.282,151,26549.43,59.1839,3653.869,1495.324,Ben Nevis Formation,28.6354
4860.6128,15.9835,36.0919,150,26543.99,40.9376,3647.585,1495.457,Ben Nevis Formation,32.2801
4861.2285,16.3102,35.7394,150,26362.93,32.005,3640.393,1494.843,Ben Nevis Formation,33.6916
4861.7495,14.1469,34.5598,149,26210.63,41.7475,3618.816,1495.247,Ben Nevis Formation,34.4188
4862.0747,13.6364,33.9632,150,26218.97,61.0662,3624.229,1494.436,Ben Nevis Formation,30.2787
