DEPTH,SWOB,STOR,RPM,SPPA,SMSE,TFLO,ECD,Formation,ROP5
3560.4587,23.4295,27.4282,166,21772.27,21.3307,3596.331,1535.21,Nautilus Formation,44.7078
3561.2856,24.401,26.9943,167,21993.38,29.7121,3590.955,1554.421,Nautilus Formation,49.9546
3561.9512,24.5125,28.6078,166,21915.4,22.1687,3618.816,1539.35,Nautilus Formation,45.7775
3562.876,25.7472,29.0281,164,21789.43,20.7584,3581.984,1547.197,Nautilus Formation,47.6338
3563.478,22.3324,29.5568,161,21666.36,32.6475,3576.571,1544.078,Nautilus Formation,46.6473
3564.1604,24.4642,27.496,161,21577.28,33.9411,3570.287,1542.432,Nautilus Formation,40.4298
3564.781,25.1571,31.8753,167,21804.32,31.4971,3578.388,1546.766,Nautilus Formation,38.2863
3565.3015,23.0258,31.2245,172,21679.19,31.7187,3576.571,1548.735,Nautilus Formation,36.2817
3565.9094,24.6944,29.1365,173,21604.65,28.5086,3581.075,1541.738,Nautilus Formation,33.161
3566.4395,22.4861,31.0482,166,21545.36,39.0736,3560.407,1549.073,Nautilus Formation,34.4889
3566.9075,23.266,26.452,170,21537.71,26.0449,3571.195,1547.477,Nautilus Formation,30.7296
3567.1533,19.4084,23.8895,163,21438.63,68.4207,3572.066,1535.196,Nautilus Formation,26.5288
3567.627,20.9485,24.3505,165,21451.18,38.4988,3572.975,1535.09,Nautilus Formation,25.268
3568.1643,21.5535,22.8184,162,21444.42,35.6728,3572.975,1534.373,Nautilus Formation,24.764
3568.71,19.7511,24.7166,161,21435.46,38.6563,3572.975,1534.25,Nautilus Formation,29.6109
3568.8411,13.8226,20.8525,181,21971.94,40.705,3635.888,1525.279,Nautilus Formation,26.4522
3569.2771,17.58,22.954,180,21879.41,36.6249,3626.008,1524.883,Nautilus Formation,26.2236
3570.0386,19.5076,25.7063,179,21841.07,25.6328,3643.989,1525.607,Nautilus Formation,31.2113
3571.1035,21.8407,29.9229,184,21838.32,18.6129,3633.2,1527.157,Nautilus Formation,55.3195
3572.2834,22.9401,31.7804,178,21985.24,15.824,3631.421,1540.896,Nautilus Formation,74.9139
3572.6311,19.4976,22.2354,177,22154.92,21.6452,3645.768,1529.199,Nautilus Formation,61.5412
3573.4004,17.9045,26.452,180,22056.95,28.7963,3647.585,1529.324,Nautilus Formation,50.877
3574.4092,21.7549,27.9299,181,22142.93,20.8914,3645.768,1534.162,Nautilus Formation,53.8685
3575.1011,22.5365,26.1537,185,22457.26,26.6547,3651.181,1549.195,Nautilus Formation,48.9424
3575.6118,21.072,25.5029,182,22713.19,37.0359,3649.364,1538.061,Nautilus Formation,39.5649
3576.5811,22.0515,29.9229,183,22393.48,21.0591,3667.345,1540.224,Nautilus Formation,43.8568
3577.4551,21.1532,28.784,181,22442.44,24.9988,3661.97,1546.279,Nautilus Formation,56.7303
3578.3159,22.0578,27.2926,182,22534.13,22.1596,3664.657,1541.62,Nautilus Formation,51.9251
3579.0486,20.9086,28.9332,180,22474.01,29.4642,3659.282,1539.669,Nautilus Formation,45.5266
3579.6055,21.6427,26.208,181,22380.59,27.7601,3671.85,1535.971,Nautilus Formation,40.2352
3580.3562,22.6574,28.1603,179,22431.4,27.8598,3659.282,1545.623,Nautilus Formation,39.4041
3581.1702,22.1981,27.7129,183,22508.07,27.1152,3647.585,1548.414,Nautilus Formation,47.7478
3581.959,23.912,28.1061,181,22633.07,26.0472,3655.686,1549.128,Nautilus Formation,47.8928
3582.6611,21.4955,25.4351,185,22557.3,28.6538,3682.638,1547.779,Nautilus Formation,43.1696
3583.1812,20.5796,25.0826,180,22463.74,45.1559,3663.749,1541.712,Nautilus Formation,38.6487
3583.7334,21.3101,24.581,180,22408.1,36.6505,3656.557,1546.049,Nautilus Formation,33.6257
3584.322,20.0341,26.0588,183,22195.26,26.77,3651.181,1541.158,Nautilus Formation,33.5513
3584.8794,21.835,25.625,180,22276.75,45.0349,3649.364,1536.571,Nautilus Formation,33.828
3585.2212,18.8067,23.6726,181,22180.37,54.4336,3653.869,1532.629,Nautilus Formation,30.0304
3585.9729,22.0595,30.3432,180,22234.83,28.5169,3639.484,1541.38,Nautilus Formation,32.157
3586.801,24.0001,30.167,179,22327.98,26.305,3649.364,1540.599,Nautilus Formation,46.6086
3587.4827,23.9977,30.0178,182,22385.83,36.3355,3646.677,1544.012,Nautilus Formation,45.3543
3588.2,22.7442,29.9636,179,22310.06,28.1071,3646.677,1538.203,Nautilus Formation,42.7077
3589.2478,24.6703,32.865,180,22342.12,22.9821,3642.172,1538.265,Nautilus Formation,55.3784
3590.3625,25.5161,33.8141,185,22421.96,23.4445,3648.494,1548.711,Nautilus Formation,66.3745
3591.1824,25.9535,31.5499,182,22473.12,27.3498,3661.061,1545.852,Nautilus Formation,56.1219
3592.1865,25.7532,33.9226,183,22463.74,28.5185,3650.273,1545.922,Nautilus Formation,55.4092
3593.3154,26.9536,36.2139,178,22510.21,25.2787,3662.878,1547.45,Nautilus Formation,63.4487
3594.4319,25.7233,34.0039,180,22562.27,22.5756,3671.85,1546.604,Nautilus Formation,67.2691
3595.6357,26.3084,35.8207,182,22584.95,25.2096,3649.364,1547.224,Nautilus Formation,72.2495
3596.5688,27.4101,35.2377,182,22470.91,25.8742,3663.749,1542.263,Nautilus Formation,59.1616
3597.2097,22.0505,29.1094,182,22449.4,35.8548,3659.282,1540.042,Nautilus Formation,45.5479
3597.426,15.4286,16.5545,106,23115.09,27.9164,3719.508,1523.666,Nautilus Formation,34.4025
3598.1072,20.3899,25.5572,182,22955.06,27.045,3732.984,1530.639,Nautilus Formation,31.4579
3599.1274,21.8787,31.6584,184,22885.08,25.7199,3716.782,1533.676,Nautilus Formation,52.447
3600.3728,24.0166,32.2956,177,22932.38,16.1955,3728.479,1533.695,Nautilus Formation,70.4633
3602.0054,25.1152,35.8885,183,22947.82,16.9783,3711.407,1537.187,Nautilus Formation,97.8703
3603.4929,25.3479,36.58,180,23049.24,17.6325,3715.003,1540.414,Nautilus Formation,89.4011
3605.0298,28.5056,40.1593,177,23183.55,19.6266,3709.59,1539.774,Nautilus Formation,92.5814
3606.6511,27.6115,38.5323,174,23265.46,15.1107,3721.287,1544.155,Nautilus Formation,106.0552
3608.1167,25.8487,34.9801,178,23140.32,20.033,3723.975,1544.42,Nautilus Formation,88.2605
3609.4524,25.9194,37.285,179,23166.25,18.0397,3713.186,1547.084,Nautilus Formation,82.0346
3610.4465,29.3827,51.1279,2,23561.18,8.5378,3711.407,1525.826,Nautilus Formation,72.9017
3610.4612,22.9752,23.8895,180,22967.27,14.7906,3715.003,1534.118,Nautilus Formation,61.0082
3611.1233,21.651,28.0654,180,22936.79,34.9262,3710.499,1536.934,Nautilus Formation,47.18
3611.9695,23.6021,31.6719,179,23055.24,26.7157,3699.71,1538.227,Nautilus Formation,46.1157
3613.3381,25.2484,35.0343,180,23044.62,17.3309,3705.123,1542.956,Nautilus Formation,80.5259
3614.6785,24.5387,35.4546,176,23104.54,24.6005,3710.499,1550.06,Nautilus Formation,82.1001
3616.2234,27.7775,36.3088,180,23242.29,18.7262,3704.215,1549.418,Nautilus Formation,93.8723
3617.6572,25.9522,36.1054,183,23276.98,21.5463,3716.782,1552.648,Nautilus Formation,85.5799
3619.0923,29.6902,35.197,179,23504.5,18.7372,3719.508,1573.631,Nautilus Formation,84.7836
3619.9902,27.4847,31.5906,183,23784.16,23.0948,3737.451,1571.652,Nautilus Formation,64.4873
3620.8159,26.0745,31.0889,183,23798.29,28.5579,3728.479,1569.985,Nautilus Formation,55.2665
3621.6238,27.0598,29.5433,182,23874.89,18.7753,3722.196,1573.351,Nautilus Formation,48.723
3622.0493,25.3665,25.7334,180,23723.83,54.433,3710.499,1556.098,Nautilus Formation,39.0102
3622.8052,24.8047,26.6012,182,23576,28.5984,3717.691,1562.73,Nautilus Formation,36.7839
3623.448,23.939,26.9537,182,23447.28,30.8434,3693.427,1563.767,Nautilus Formation,42.3306
3624.01,24.6033,24.7301,177,23437.76,28.2321,3705.994,1552.108,Nautilus Formation,36.304
3624.6121,27.6401,28.4993,175,23522.36,32.7247,3706.903,1573.261,Nautilus Formation,33.2631
3625.1907,23.9857,29.5975,181,23339.17,31.6897,3711.407,1551.251,Nautilus Formation,35.2945
3625.9797,19.964,21.5304,181,22771.11,27.1622,3662.878,1537.475,Nautilus Formation,37.7383
3626.7834,24.5246,28.1875,180,23126.39,20.231,3688.013,1539.66,Nautilus Formation,46.0014
3627.748,25.37,29.245,182,18653.14,22.7585,3489.393,1534.125,Nautilus Formation,57.485
3628.9104,22.836,34.3293,183,20507.49,19.9547,3413.874,1535.048,Nautilus Formation,67.1232
3629.9167,24.5883,33.4616,181,19106.13,25.913,3346.456,1539.846,Nautilus Formation,63.5257
3630.9077,27.7389,33.5701,143,17268.54,24.6719,3302.431,1534.012,Nautilus Formation,56.5519
3631.4048,20.9636,24.5945,181,23078.89,36.7225,3714.095,1538.627,Nautilus Formation,43.3584
3632.072,24.2794,27.1842,181,23180.45,20.6349,3719.508,1541.431,Nautilus Formation,37.1509
3632.7236,21.0052,25.3809,180,23250.09,24.6623,3707.811,1542.466,Nautilus Formation,38.3375
3633.5857,25.3824,28.6213,177,22753.53,20.4236,3683.547,1542.568,Nautilus Formation,45.3255
3634.7087,26.7444,29.7738,181,22707.19,19.6546,3649.364,1547.63,Nautilus Formation,66.7257
3635.6663,24.3726,30.2212,179,22792.9,25.2961,3644.897,1549.185,Nautilus Formation,60.1641
3636.5049,23.4848,27.8485,180,22760.49,26.8333,3661.061,1548.996,Nautilus Formation,52.9477
3637.5334,26.5662,33.082,178,22838.88,21.6696,3661.061,1548.469,Nautilus Formation,56.071
3638.5479,26.0656,33.0413,183,22860.6,20.8494,3650.273,1554.141,Nautilus Formation,63.1256
3639.2437,25.6495,27.3197,181,23036.42,33.3957,3651.181,1563.13,Nautilus Formation,48.0564
3640.0042,26.1289,28.6756,182,22930.45,26.2788,3643.081,1557.056,Nautilus Formation,43.8962
3640.7759,27.3699,26.8723,181,23010.91,28.0169,3652.96,1563.665,Nautilus Formation,42.9414
3641.6155,27.7519,27.1435,180,22935.55,24.59,3652.96,1560.229,Nautilus Formation,49.1323
3642.1675,26.0064,26.6012,181,23056.9,43.3623,3650.273,1559.513,Nautilus Formation,42.936
3642.7439,27.7229,24.6488,180,23091.85,45.7477,3651.181,1558.203,Nautilus Formation,37.4539
3643.6763,26.7692,29.9771,179,22958.16,27.7246,3644.897,1559.464,Nautilus Formation,45.3101
3644.384,25.3711,32.1736,182,22977.67,28.6312,3652.96,1562.547,Nautilus Formation,48.1201
3645.1707,28.4752,31.7261,180,22909.28,25.9426,3656.557,1556.176,Nautilus Formation,46.4941
3646.0598,27.2741,31.3465,180,22845.29,26.5925,3645.768,1559.806,Nautilus Formation,50.6517
3647.0522,26.9871,34.9666,177,22937.69,21.6362,3646.677,1559.875,Nautilus Formation,57.5582
3648.3938,29.4523,37.868,182,22915.69,22.8167,3653.869,1556.918,Nautilus Formation,76.8705
3649.6604,28.5762,38.6544,180,22853.36,19.3169,3639.484,1553.391,Nautilus Formation,78.1558
3651.0879,28.6033,37.8544,176,22881.77,19.5395,3651.181,1555.424,Nautilus Formation,85.6189
3652.261,28.5329,35.3055,183,22871.5,20.5917,3653.869,1555.453,Nautilus Formation,73.6946
3652.8491,26.429,24.2285,180,22498.9,15.3186,3652.09,1538.536,Nautilus Formation,64.9041
3653.4846,28.8559,33.3938,181,22460.84,36.2381,3641.301,1538.1,Nautilus Formation,51.062
3654.2908,26.1036,27.9299,180,22349.42,27.0084,3633.2,1537.626,Nautilus Formation,44.3452
3654.7329,18.9097,27.8214,186,21989.79,18.4335,3604.431,1531.051,Nautilus Formation,42.2556
3655.6123,21.3318,28.2281,182,22155.68,28.6745,3608.028,1533.504,Nautilus Formation,40.5535
3656.3977,20.9826,28.7433,185,17327.56,23.5926,3370.72,1523.912,Nautilus Formation,48.2255
3657.5974,22.5815,32.2549,180,18740.71,21.24,3340.172,1526.59,Nautilus Formation,67.6394
3658.6743,23.5774,33.2718,178,17854.73,22.5955,3260.186,1526.058,Nautilus Formation,65.0379
3659.6311,22.4832,30.6144,181,19522.23,24.3778,3221.537,1536.437,Nautilus Formation,61.2961
3660.7754,25.2593,31.9566,180,21193.45,22.7846,3479.513,1544.124,Nautilus Formation,65.7054
3661.8049,27.3372,31.5499,180,22700.51,20.2103,3638.576,1548.6,Nautilus Formation,61.8776
3662.9272,27.9356,35.0615,183,22842.05,26.2557,3650.273,1546.291,Nautilus Formation,68.369
3664.2104,29.5082,38.7764,183,22378.04,23.1039,3619.724,1548.65,Nautilus Formation,74.6737
3665.0049,18.9184,27.1977,185,21980.42,61.8367,3604.431,1534.658,Nautilus Formation,41.4791
3665.7383,22.205,29.6111,181,22015.03,28.3577,3596.331,1538.905,Nautilus Formation,36.5136
3666.3018,21.1171,27.9705,180,22139.82,42.6765,3587.359,1542.306,Nautilus Formation,35.6124
3667.0508,22.1601,29.489,183,22067.36,32.015,3575.662,1542.434,Nautilus Formation,40.1001
3667.7866,23.9603,30.6279,179,22187.88,28.2847,3604.431,1541.683,Nautilus Formation,44.5501
3668.4941,22.7826,33.2175,179,22139.2,30.9227,3589.138,1543.583,Nautilus Formation,41.4259
3669.2148,24.6845,33.5429,173,22099.83,27.4346,3595.46,1543.423,Nautilus Formation,44.8335
3669.9912,24.595,33.8548,181,22086.8,28.742,3584.671,1537.377,Nautilus Formation,42.7248
3671.0022,26.9588,32.9193,174,22023.79,23.7201,3581.075,1537.447,Nautilus Formation,56.7577
3671.7673,22.3137,28.7976,183,22057.5,21.698,3581.984,1539.041,Nautilus Formation,48.8515
3672.3057,24.1105,28.54,178,21938.22,29.3846,3590.047,1536.866,Nautilus Formation,42.8929
3673.4148,26.7302,34.6954,176,22030.89,21.2309,3576.571,1539.852,Nautilus Formation,60.96
3674.2637,22.8544,31.5906,183,22009.17,31.7592,3589.138,1539.664,Nautilus Formation,59.4984
3675.2627,23.9205,33.5701,180,22036.4,25.0218,3582.854,1540.911,Nautilus Formation,53.8363
3676.2996,23.521,33.6921,179,22053.98,23.9937,3581.075,1543.617,Nautilus Formation,61.2395
3677.2375,25.5389,32.4854,179,22152.1,22.2612,3588.268,1546.344,Nautilus Formation,58.7539
3678.031,24.0736,30.3703,181,22156.37,35.3896,3585.542,1545.581,Nautilus Formation,51.5983
3678.6943,22.8326,30.4652,181,22157.06,39.035,3613.441,1545.434,Nautilus Formation,44.8708
3679.5947,25.4343,30.6822,179,22328.26,26.6905,3604.431,1552.275,Nautilus Formation,46.8476
3680.2734,25.0677,29.4619,182,22487.73,33.1472,3601.744,1554.47,Nautilus Formation,46.108
3680.8455,25.3638,28.4451,183,22449.33,33.9022,3595.46,1553.756,Nautilus Formation,38.2113
3681.3738,24.9546,29.367,182,22439.13,41.2501,3620.633,1551.585,Nautilus Formation,33.8372
3682.0708,26.4811,31.9702,178,22432.23,29.57,3599.927,1549.671,Nautilus Formation,35.8549
3682.6782,24.9564,30.7906,183,22386.86,41.7555,3613.441,1551.296,Nautilus Formation,38.792
3682.9829,24.9226,26.3842,183,22368.32,48.8255,3599.056,1548.589,Nautilus Formation,35.1417
3683.1143,17.2645,19.334,113,23399.08,44.5388,3688.013,1531.556,Nautilus Formation,24.3268
3683.7759,20.5237,28.4179,185,23114.4,30.5411,3682.638,1535.515,Nautilus Formation,24.3045
3684.6594,22.4487,29.4755,180,23044.62,24.6161,3672.758,1535.32,Nautilus Formation,49.057
3685.6223,21.8295,30.2483,185,23061.58,22.5489,3681.729,1537.16,Nautilus Formation,55.2346
3686.5627,21.6804,30.3839,182,22991.95,26.0647,3678.133,1539.004,Nautilus Formation,56.5584
3687.5916,22.4921,31.3736,180,22997.88,22.0424,3679.95,1538.777,Nautilus Formation,58.6076
3688.5933,22.8635,30.6957,183,23090.2,26.4283,3674.537,1541.485,Nautilus Formation,62.2854
3689.353,24.0099,31.3736,183,23111.37,30.1616,3674.537,1548.64,Nautilus Formation,53.5584
3689.9624,24.7343,30.4517,181,23152.25,31.5104,3672.758,1544.99,Nautilus Formation,42.5812
3690.5737,24.2333,28.9874,180,23124.33,33.6848,3694.335,1545.734,Nautilus Formation,37.7183
3691.231,25.54,28.1061,180,23185.41,28.2695,3672.758,1546.759,Nautilus Formation,37.9271
3691.7771,23.6041,29.4619,180,23234.3,35.5012,3697.931,1545.467,Nautilus Formation,36.8069
3692.439,24.5206,28.6349,180,23175.49,32.3853,3674.537,1544.149,Nautilus Formation,37.4324
3693.1384,24.5009,31.0482,180,23152.18,30.3956,3677.263,1545.458,Nautilus Formation,39.8821
3693.9102,24.61,31.0211,184,23221.2,29.1902,3688.013,1544.994,Nautilus Formation,43.9836
3694.5437,25.3427,28.9874,183,23251.05,41.5093,3687.143,1544.269,Nautilus Formation,43.8901
3695.1021,24.2944,30.1263,178,23078.62,33.472,3688.922,1539.755,Nautilus Formation,37.8588
3695.7246,22.9011,29.4484,183,23006.08,37.6631,3680.859,1542.836,Nautilus Formation,34.301
3696.4478,25.9998,32.2142,183,23094.47,26.7985,3686.234,1547.358,Nautilus Formation,40.1184
3697.0493,24.0762,29.706,182,23111.57,37.9117,3679.042,1543.421,Nautilus Formation,38.3237
3697.6892,23.2037,29.828,181,23073.1,35.048,3677.263,1541.817,Nautilus Formation,38.0444
3698.4429,25.3941,31.0889,177,23172.25,36.1666,3679.95,1541.358,Nautilus Formation,40.8724
3699.0962,25.4573,29.367,178,23108.4,35.1789,3680.859,1543.553,Nautilus Formation,41.3082
3699.6855,24.2512,28.9332,180,23147.84,37.2564,3679.95,1542.838,Nautilus Formation,40.1444
3700.3538,25.1821,30.6279,181,23109.29,34.5675,3677.263,1547.662,Nautilus Formation,38.9707
3700.9568,26.0347,29.6246,181,23137.91,33.9356,3690.739,1541.972,Nautilus Formation,37.0664
3701.7385,26.0961,32.3363,179,23071.44,29.4566,3679.95,1544.138,Nautilus Formation,41.7047
3702.4502,25.089,31.4685,183,23032.21,31.8652,3676.354,1543.396,Nautilus Formation,45.4076
3703.1409,26.0123,30.2619,175,23109.09,36.0334,3695.206,1542.074,Nautilus Formation,42.1344
3703.9866,26.3796,33.1769,177,23035.52,25.7515,3671.85,1542.764,Nautilus Formation,47.5092
3704.8723,25.3081,29.3941,179,23129.77,32.9051,3687.143,1551.628,Nautilus Formation,53.2428
3705.5486,24.8816,30.3839,181,23113.91,31.5606,3671.85,1546.217,Nautilus Formation,45.7584
3706.2429,24.3155,32.3227,182,23093.51,31.1017,3674.537,1545.186,Nautilus Formation,40.5867
3707.0061,25.7305,30.5601,181,23161.14,31.9441,3679.042,1549.984,Nautilus Formation,42.8709
3707.5703,24.1935,28.8789,178,23107.99,40.7589,3675.446,1543.139,Nautilus Formation,40.1849
3708.3098,24.7408,30.6279,181,23079.79,28.9666,3683.547,1544.144,Nautilus Formation,40.2291
3709.1321,25.6541,30.4517,181,23106.19,26.9505,3678.133,1545.715,Nautilus Formation,47.0544
3709.8142,28.7051,28.7433,177,23245.33,39.9601,3670.941,1546.148,Nautilus Formation,46.0844
3710.4358,25.4476,29.7873,180,23042.83,29.8863,3685.326,1541.922,Nautilus Formation,41.29
3711.0386,23.2223,31.0889,185,23044.28,33.5761,3670.071,1542.372,Nautilus Formation,34.762
3711.3005,20.2429,24.5268,186,22979.61,38.2438,3673.667,1539.102,Nautilus Formation,29.1249
3711.9038,18.8042,24.3369,181,18570.89,26.5266,3356.336,1521.159,Nautilus Formation,23.6745
3712.9387,24.6661,30.75,180,18559.38,17.9202,3257.461,1526.772,Nautilus Formation,36.9024
3714.4365,27.5796,35.4682,180,16331.27,16.209,3213.436,1524.985,Nautilus Formation,89.4685
3715.3745,26.5318,30.411,178,21792.81,24.9084,3517.253,1538.496,Nautilus Formation,68.4019
3716.5012,26.5438,31.7668,180,23016.01,23.2613,3651.181,1540.873,Nautilus Formation,62.0178
3717.6921,27.2145,33.7734,181,23288.14,17.1628,3678.133,1541.485,Nautilus Formation,69.79
3718.6936,26.6893,33.3396,180,23374.33,28.9211,3683.547,1545.056,Nautilus Formation,65.2971
3719.9917,27.7115,36.8647,182,23052.9,15.3009,3626.008,1558.475,Nautilus Formation,75.3887
3721.1611,29.4277,35.1157,182,23255.26,24.6057,3632.292,1564.629,Nautilus Formation,71.4068
3721.7053,30.4541,27.3469,183,23654.46,38.1699,3640.393,1583.166,Nautilus Formation,44.579
3722.1362,28.6149,27.8078,173,23742.1,43.4722,3641.301,1555.663,Nautilus Formation,37.3806
3723.0378,28.7643,31.4414,183,23358.06,32.5279,3630.513,1562.458,Nautilus Formation,36.4579
3723.8396,28.6519,31.4821,176,23307.73,33.1445,3608.936,1564.028,Nautilus Formation,49.5892
3724.4927,19.0111,24.4861,168,23421.21,18.4174,3627.825,1557.47,Nautilus Formation,44.4544
3725.0823,22.2939,24.5132,179,22910.59,46.7656,3631.421,1550.052,Nautilus Formation,39.3632
3726.0583,23.2486,30.5466,176,22845.98,26.5366,3603.523,1558.868,Nautilus Formation,46.8982
3726.5959,22.8049,30.1534,184,22874.53,28.5856,3600.835,1553.504,Nautilus Formation,45.5731
3727.6343,21.7717,32.0109,182,22748.22,20.9088,3634.109,1547.155,Nautilus Formation,54.8057
3728.8538,25.8778,34.2344,179,22725.05,21.9019,3630.513,1550.38,Nautilus Formation,70.7899
3729.5142,22.6132,28.54,179,22741.25,33.7789,3616.128,1547.029,Nautilus Formation,53.6448
3730.6621,25.7968,35.2648,181,22730.36,20.3819,3610.715,1552.599,Nautilus Formation,56.8003
3731.1616,24.5504,32.3769,183,22672.38,43.9705,3631.421,1540.55,Nautilus Formation,56.1046
3731.9009,22.8245,30.4517,184,22453.88,21.5045,3613.441,1542.715,Nautilus Formation,42.8476
3732.4763,21.4295,27.6451,186,22292.27,48.9257,3597.239,1539.095,Nautilus Formation,35.5487
3733.5977,28.2907,34.2886,178,22421.82,20.2969,3592.734,1546.124,Nautilus Formation,51.757
3734.4209,26.4338,31.1431,179,22571.99,36.7788,3613.441,1548.852,Nautilus Formation,57.2609
3735.2788,27.834,32.2685,179,22646.18,40.9364,3603.523,1548.952,Nautilus Formation,47.9963
3736.2659,28.7367,35.3462,173,22623.56,25.1966,3600.835,1548.733,Nautilus Formation,53.8567
3737.252,27.2155,35.4411,183,22650.24,23.9142,3611.624,1547.35,Nautilus Formation,59.6502
3738.2095,25.1099,35.2106,181,22642.04,26.2838,3606.248,1548.592,Nautilus Formation,60.3755
3739.137,28.3949,36.7156,176,22659.9,26.5779,3608.936,1546.641,Nautilus Formation,55.5745
3739.9915,25.5533,31.9566,175,22322.19,25.7636,3611.624,1535.983,Nautilus Formation,41.87
3740.832,21.268,30.9669,182,21745.72,39.1866,3541.518,1533.181,Nautilus Formation,39.6914
3741.6992,22.6948,32.3363,179,21723.45,26.3384,3541.518,1531.828,Nautilus Formation,52.0103
3742.907,23.5528,34.8445,179,21739.03,18.8367,3540.609,1534.178,Nautilus Formation,66.2657
3744.0603,26.5262,35.3191,181,21905.06,23.3117,3528.95,1545.259,Nautilus Formation,72.8545
3744.7671,21.283,26.7639,181,22169.2,20.0087,3537.922,1542.487,Nautilus Formation,54.715
3746.0791,27.4791,32.0922,180,22750.91,15.8044,3610.715,1545.393,Nautilus Formation,64.7673
3747.2319,27.8924,32.2685,177,23052.28,23.2037,3624.229,1552.399,Nautilus Formation,74.0335
3748.407,31.3924,33.7192,176,23021.59,19.875,3602.652,1563.174,Nautilus Formation,67.244
3749.2502,28.5758,37.285,184,22870.53,34.7506,3614.311,1570.246,Nautilus Formation,58.1005
3750.1064,29.0816,31.4821,185,22973.81,30.955,3610.715,1563.375,Nautilus Formation,51.5912
3750.9592,28.2011,32.0244,180,23090.2,29.6308,3598.148,1571.313,Nautilus Formation,51.5145
3751.2073,23.6665,25.3538,183,22737.74,66.9982,3611.624,1545.127,Nautilus Formation,36.8847
3751.9895,22.6066,31.8753,181,22622.04,28.1875,3607.119,1545.824,Nautilus Formation,34.9422
3752.9912,26.1014,32.3091,180,22631.42,25.3184,3597.239,1546.763,Nautilus Formation,52.6402
3753.7629,25.0739,32.6888,181,22547.72,29.1021,3595.46,1540.207,Nautilus Formation,52.0391
3754.6011,25.3675,32.8515,184,22581.29,30.4732,3599.056,1545.826,Nautilus Formation,49.4652
3755.4302,24.8659,32.282,180,22460.09,28.7624,3599.927,1536.647,Nautilus Formation,49.6822
3756.5066,26.2248,33.5158,181,22368.94,21.6872,3596.331,1538.15,Nautilus Formation,60.9255
3757.4463,24.0748,31.2652,183,22437.2,31.6094,3606.248,1540.554,Nautilus Formation,61.1228
3758.5168,25.4556,33.2718,177,22492.15,18.758,3598.148,1541.767,Nautilus Formation,59.6777
3759.4902,25.2878,31.8075,181,22537.65,29.6833,3607.119,1543.582,Nautilus Formation,62.4793
3760.4236,25.6709,32.7023,183,22539.58,28.3012,3608.028,1544.535,Nautilus Formation,54.8719
3761.3943,25.2411,35.7394,182,22559.37,28.7542,3608.028,1550.988,Nautilus Formation,56.3986
3762.6553,27.8533,34.4649,178,22587.09,19.6747,3594.552,1551.288,Nautilus Formation,70.6774
3763.4136,26.4155,31.9973,182,22600.95,29.1333,3584.671,1548.8,Nautilus Formation,58.7444
3764.2043,26.8297,31.8211,180,22504.21,31.7981,3606.248,1545.727,Nautilus Formation,47.3903
3765.0864,25.9731,33.7734,182,22575.16,29.7745,3602.652,1548.719,Nautilus Formation,49.6083
3765.8613,29.1628,29.3806,182,22728.29,29.5276,3598.148,1576.65,Nautilus Formation,50.5107
3766.5217,26.1306,29.8687,180,22690.71,33.7623,3609.844,1552.747,Nautilus Formation,43.5562
3767.179,27.7771,30.9669,182,22740.77,34.1925,3613.441,1548.835,Nautilus Formation,39.1782
3767.865,26.6976,31.7939,179,22604.12,35.4719,3606.248,1544.629,Nautilus Formation,40.9509
3768.4067,24.0952,29.6653,181,22530.69,41.0474,3615.22,1542.482,Nautilus Formation,40.0058
3768.5662,20.7016,21.449,115,22623.63,39.1554,3622.412,1528.835,Nautilus Formation,32.5817
3769.2229,23.5647,29.1501,179,21630.09,17.3296,3544.206,1527.533,Nautilus Formation,29.3983
3770.3347,25.5834,34.4378,177,19104.54,22.8064,3152.302,1537.135,Nautilus Formation,67.5941
3771.3511,20.4944,33.8683,178,16362.29,22.8989,2983.321,1518.095,Nautilus Formation,63.7953
3772.749,25.9412,35.1292,176,17003.02,17.0475,2990.513,1534.58,Nautilus Formation,79.5585
3773.9895,27.5744,38.3968,179,18520.42,24.4098,3053.427,1538.36,Nautilus Formation,76.9623
3775.1052,25.0058,38.5188,180,21687.87,22.8179,3501.052,1541.876,Nautilus Formation,69.3236
3776.0911,27.3153,34.3293,177,22106.25,26.9835,3540.609,1539.925,Nautilus Formation,61.6947
3776.981,27.2144,35.7123,180,21714,29.572,3533.417,1535.391,Nautilus Formation,53.8231
3778.1472,28.1041,36.1461,178,21394.64,20.2915,3486.667,1538.317,Nautilus Formation,64.8582
3779.3589,27.6981,40.1187,181,21468.55,23.7144,3491.172,1535.739,Nautilus Formation,73.1673
3780.3794,30.9843,48.3485,27,21698.77,4.6425,3500.181,1522.505,Nautilus Formation,73.8696
3780.6794,25.1067,28.4993,176,21204.55,37.8312,3502.869,1526.199,Nautilus Formation,58.2265
3781.6458,27.1128,36.7833,178,21086.86,24.0842,3468.725,1528.013,Nautilus Formation,50.3773
3782.6904,27.8352,34.7361,179,21172.7,21.4172,3471.412,1527.787,Nautilus Formation,61.8134
3783.8821,24.3734,35.3733,179,21205.17,21.1007,3485.797,1536.198,Nautilus Formation,75.2428
3785.0825,28.672,32.1871,179,21434.21,17.8624,3475.917,1544.893,Nautilus Formation,73.0214
