~Ascii          DEPT                CHRP                CHRS                DTCO                DTRP                DTSM                DTRS              GR_ARC                ROP5
          3232.42160             0.90576             0.87097           253.91615           253.91615           518.98730           518.98730           124.50950            96.38662
          3232.57400             0.90661             0.86244           257.86569           257.86569           519.14569           519.14569           128.11604            96.31505
          3232.72640             0.88809             0.87831           262.23099           262.23099           525.12061           525.12061           131.86708            95.72133
          3232.87880             0.83233             0.88065           263.35510           263.35510           532.53052           532.53052           134.82446            97.44257
          3233.03120             0.77332             0.87045           262.70404           262.70404           538.63129           538.63129           137.74666            98.11523
          3233.18360             0.77032             0.88662           264.65506           264.65506           543.28064           543.28064           138.96085            99.42614
          3233.33600             0.78728             0.88243           268.99594           268.99594           548.89221           548.89221           138.32663           100.02965
          3233.48840             0.80004             0.85021           271.85843           271.85843           549.98566           549.98566           137.59703           101.27185
          3233.64080             0.84084             0.80855           270.11795           270.11795           546.23804           546.23804           138.30586           101.67760
          3233.79320             0.87089             0.77197           267.94858           267.94858           542.66486           542.66486           140.93262           102.36314
          3233.94560             0.87795             0.77705           266.06436           266.06436           547.11371           547.11371           143.67903           102.54573
          3234.09800             0.89307             0.80095           264.74466           264.74466           556.42822           556.42822           147.10031           105.90404
          3234.25040             0.89346             0.81208           266.46588           266.46588           564.52271           564.52271           152.15785           108.11335
          3234.40280             0.87424          -999.25000           267.02631           267.02631           567.10333           567.10333           155.53616           107.39420
          3234.55520             0.81971          -999.25000           269.64685           269.64685           566.28607           566.28607           156.55688           106.45482
          3234.70760             0.78667          -999.25000           271.33826           271.33826           563.21423           563.21423           157.00769           105.66184
          3234.86000             0.75080          -999.25000           275.86780           275.86780           561.46515           561.46515           155.00883           105.84245
          3235.01240             0.72187          -999.25000           279.06909           279.06909           561.59827           561.59827           149.34305           106.16183
          3235.16480             0.72934          -999.25000           279.23987           279.23987           564.03308           564.03308           144.05794           106.76773
          3235.31720             0.71432             0.91959           278.46063           278.46063           564.95410           564.95410           142.13055           106.17696
          3235.46960             0.71868             0.89797           279.93954           279.93954           564.95953           564.95953           141.97517           106.64786
          3235.62200             0.71023             0.87747           283.52802           283.52802           564.06830           564.06830           144.15520           105.98032
          3235.77440             0.71949             0.84428           286.58090           286.58090           565.54028           565.54028           148.44229           106.38211
          3235.92680             0.75323             0.84365           282.43607           282.43607           567.89874           567.89874           153.06688           106.25567
          3236.07920             0.80169             0.87094           277.95044           277.95044           569.89087           569.89087           157.57751           107.15853
          3236.23160             0.83088             0.87533           273.22595           273.22595           569.91644           569.91644           159.48994           107.09732
          3236.38400             0.82997          -999.25000           276.71127           276.71127           571.75739           571.75739           159.24632           107.14572
          3236.53640             0.80476          -999.25000           282.73557           282.73557           580.38489           580.38489           158.97691           106.15038
          3236.68880             0.78480             0.76258           286.55850           286.55850           589.99200           589.99200           158.25290           106.14675
          3236.84120             0.76447             0.88763           284.02722           284.02722           595.44672           595.44672           157.51373           106.85658
          3236.99360             0.72879             0.92567           284.84830           284.84830           591.62903           591.62903           157.37926           107.76158
          3237.14600             0.75488             0.93622           284.30322           284.30322           583.82263           583.82263           154.80211           108.90823
          3237.29840             0.79174          -999.25000           287.89499           287.89499           562.91675           562.91675           147.63788           109.74186
          3237.45080             0.78017          -999.25000           282.09494           282.09494           544.73553           544.73553           140.79303           110.44736
          3237.60320             0.75994          -999.25000           275.50702           275.50702           534.79657           534.79657           137.53603           110.28611
          3237.75560             0.75242          -999.25000           267.58160           267.58160           534.12183           534.12183           135.44983           110.76069
          3237.90800             0.77610          -999.25000           261.90848           261.90848           531.31506           531.31506           131.62582           110.32917
          3238.06040             0.76705          -999.25000           259.96973           259.96973           525.16125           525.16125           124.94734           110.61720
          3238.21280             0.81434          -999.25000           260.46652           260.46652           524.90503           524.90503           120.21443           109.96035
          3238.36520             0.80825             0.54834           258.62054           258.62054           525.84174           525.84174           122.10706           110.35369
          3238.51760             0.80953             0.49905           254.75110           254.75110           526.22766           526.22766           128.43567           109.63589
          3238.67000             0.81350          -999.25000           247.33829           247.33829           530.81860           530.81860           134.00255           109.70628
          3238.82240             0.84546          -999.25000           243.12100           243.12100           540.03839           540.03839           135.81155           108.62525
          3238.97480             0.85218             0.68213           240.32582           240.32582           547.64899           547.64899           135.05902           106.39552
          3239.12720             0.83493             0.72915           240.70415           240.70415           553.02698           553.02698           133.13599            99.34750
          3239.27960             0.86693             0.75138           243.95662           243.95662           558.80066           558.80066           131.20058            92.50739
          3239.43200             0.90323             0.82738           250.21053           250.21053           563.92236           563.92236           129.80978            85.96368
          3239.58440             0.90749             0.88035           258.13428           258.13428           566.09003           566.09003           127.76831            76.31842
          3239.73680             0.88074             0.85711           266.59375           266.59375           553.93011           553.93011           125.88981            68.55711
          3239.88920             0.84760          -999.25000           273.37308           273.37308           545.14545           545.14545           127.07076            64.63123
          3240.04160             0.84276          -999.25000           276.72833           276.72833           540.82550           540.82550           131.45279            61.70638
          3240.19400             0.84270          -999.25000           277.30841           277.30841           549.00891           549.00891           139.00603            58.84356
          3240.34640             0.82191          -999.25000           278.34552           278.34552           557.22137           557.22137           147.75775            55.97947
          3240.49880             0.79081          -999.25000           276.52100           276.52100           563.37744           563.37744           151.74992            53.39634
          3240.65120             0.76169          -999.25000           274.29456           274.29456           570.76147           570.76147           151.91599            54.22164
          3240.80360             0.74087             0.93156           274.59274           274.59274           579.99634           579.99634           151.92918            55.15523
          3240.95600             0.73891             0.91089           277.91333           277.91333           591.56769           591.56769           148.63492            56.59485
          3241.10840             0.74689             0.88967           276.81277           276.81277           598.27612           598.27612           140.25104            59.89637
          3241.26080             0.77668             0.84285           276.07379           276.07379           594.73749           594.73749           134.52049            63.30158
          3241.41320             0.75099             0.81813           280.05734           280.05734           579.46307           579.46307           135.68867            63.84392
          3241.56560             0.74492             0.81349           281.40051           281.40051           563.53607           563.53607           138.50737            64.86079
          3241.71800             0.80109             0.81916           279.64862           279.64862           556.64618           556.64618           140.22646            67.22813
          3241.87040             0.86689             0.84338           272.16937           272.16937           559.80090           559.80090           140.34770            70.85689
          3242.02280             0.88974             0.85770           271.48056           271.48056           567.34717           567.34717           139.63719            75.91060
          3242.17520             0.87827             0.87916           273.92664           273.92664           574.91650           574.91650           139.96652            77.33837
          3242.32760             0.87259             0.90006           278.98282           278.98282           586.31006           586.31006           139.98575            79.44019
          3242.48000             0.87047          -999.25000           284.96970           284.96970           591.45728           591.45728           139.17180            81.15913
          3242.63240             0.85535          -999.25000           284.65170           284.65170           593.17877           593.17877           139.34720            83.86276
          3242.78480             0.85543          -999.25000           281.93826           281.93826           586.60211           586.60211           140.84424            87.54151
          3242.93720             0.87128          -999.25000           282.53934           282.53934           581.15082           581.15082           141.99036            92.60445
          3243.08960             0.84861          -999.25000           285.84604           285.84604           574.25916           574.25916           141.65175            96.52714
          3243.24200             0.84158          -999.25000           284.66116           284.66116           567.93652           567.93652           139.37762            97.66280
          3243.39440             0.83329          -999.25000           274.65320           274.65320           562.65710           562.65710           136.29602            98.61871
          3243.54680             0.83980          -999.25000           266.27338           266.27338           558.14856           558.14856           136.23306            98.34982
          3243.69920             0.80951          -999.25000           263.87518           263.87518           552.59021           552.59021           138.45090            98.70797
          3243.85160             0.77510             0.74203           267.85349           267.85349           547.97913           547.97913           138.81271            98.39558
          3244.00400             0.80884             0.89163           275.95831           275.95831           544.07678           544.07678           138.38631            98.31614
          3244.15640             0.83258             0.90746           283.11658           283.11658           542.90802           542.90802           140.25105            98.18217
          3244.30880             0.85133             0.90106           287.14688           287.14688           544.37756           544.37756           143.21919            97.77543
          3244.46120             0.81719             0.91140           280.50443           280.50443           547.96771           547.96771           144.34354            97.83430
          3244.61360             0.74203             0.90264           272.50604           272.50604           548.95514           548.95514           143.65504            97.28720
          3244.76600             0.74422          -999.25000           265.53104           265.53104           543.90680           543.90680           141.94568            97.27121
          3244.91840             0.73138          -999.25000           267.17450           267.17450           535.62573           535.62573           139.64699            96.26755
          3245.07080             0.74115          -999.25000           267.64404           267.64404           527.75165           527.75165           137.59735            93.74134
          3245.22320             0.73055          -999.25000           270.47635           270.47635           521.89960           521.89960           135.34212            90.84008
          3245.37560             0.79768          -999.25000           269.94528           269.94528           516.31024           516.31024           133.61488            87.87872
          3245.52800          -999.25000          -999.25000           278.58160           278.58160           512.39099           512.39099           133.34943            86.73182
          3245.68040          -999.25000          -999.25000           286.69653           286.69653           512.38293           512.38293           133.63786            85.94718
          3245.83280             0.77261          -999.25000           291.86163           291.86163           519.41968           519.41968           135.21643            85.84197
          3245.98520             0.85178          -999.25000           287.27243           287.27243           533.98145           533.98145           138.25121            85.26324
          3246.13760             0.84992          -999.25000           280.94885           280.94885           546.66406           546.66406           143.05536            85.08668
          3246.29000             0.77934          -999.25000           283.53607           283.53607           554.18793           554.18793           149.05763            84.87548
          3246.44240             0.69325          -999.25000           291.36389           291.36389           554.63293           554.63293           152.09138            84.94331
          3246.59480             0.74417          -999.25000           295.98737           295.98737           554.87726           554.87726           154.18298            86.84760
          3246.74720             0.77257          -999.25000           289.36441           289.36441           553.19672           553.19672           157.65244            88.80234
          3246.89960             0.76288          -999.25000           282.74655           282.74655           548.96503           548.96503           158.68028            91.50481
          3247.05200             0.80302          -999.25000           280.74643           280.74643           542.38300           542.38300           157.61324            92.29600
          3247.20440             0.81463          -999.25000           282.98602           282.98602           535.16553           535.16553           156.81044            92.88275
          3247.35680             0.79447          -999.25000           280.67084           280.67084           528.10297           528.10297           153.75537            92.75701
          3247.50920             0.77443             0.48905           273.20065           273.20065           521.92450           521.92450           147.51781            92.93436
          3247.66160             0.79287             0.50759           264.31229           264.31229           508.06332           508.06332           143.32051            93.17390
          3247.81400             0.79966             0.49409           261.81039           261.81039           498.29428           498.29428           145.02441            92.80257
          3247.96640             0.75702             0.54496           264.13019           264.13019           489.91809           489.91809           146.84053            93.11062
          3248.11880             0.76460             0.76312           268.33731           268.33731           497.85590           497.85590           144.06546            92.60151
          3248.27120             0.74582             0.77616           263.65280           263.65280           513.97180           513.97180           141.78246            92.72972
          3248.42360             0.76154             0.83322           262.14990           262.14990           532.22211           532.22211           138.83122            92.35716
          3248.57600             0.74949             0.91796           256.98541           256.98541           546.56879           546.56879           135.62823            92.13515
          3248.72840             0.76003             0.94707           253.94463           253.94463           552.18066           552.18066           137.89442            91.84455
          3248.88080             0.77073             0.95026           251.28250           251.28250           555.97058           555.97058           142.54813            91.37532
          3249.03320             0.83717             0.92789           252.51553           252.51553           556.28168           556.28168           146.52472            91.30418
          3249.18560             0.83910             0.89568           260.00266           260.00266           548.84259           548.84259           145.83951            90.60587
          3249.33800             0.82388             0.85075           262.62610           262.62610           535.93042           535.93042           138.82388            90.77682
          3249.49040             0.84692             0.77229           265.35587           265.35587           519.58783           519.58783           132.59357            87.30756
          3249.64280             0.85374             0.74460           264.96664           264.96664           510.09991           510.09991           132.46339            64.63235
          3249.79520             0.85703             0.79746           266.34454           266.34454           505.95496           505.95496           139.56006            62.18085
          3249.94760             0.84938             0.82625           268.58994           268.58994           506.00229           506.00229           147.74559            60.68872
          3250.10000             0.80603             0.75699           273.41110           273.41110           505.31781           505.31781           151.25119            60.00884
          3250.25240          -999.25000             0.72319           281.41711           281.41711           506.35843           506.35843           150.89859            59.10862
          3250.40480          -999.25000             0.69600           287.09964           287.09964           510.87842           510.87842           145.44879            58.61218
          3250.55720             0.80583          -999.25000           283.37515           283.37515           513.50421           513.50421           137.85371            57.78499
          3250.70960             0.88565          -999.25000           272.50272           272.50272           513.98474           513.98474           135.33096            57.23036
          3250.86200             0.84074          -999.25000           262.19373           262.19373           510.99466           510.99466           138.19728            56.43662
          3251.01440             0.81475          -999.25000           258.59262           258.59262           509.59296           509.59296           142.50044            57.21421
          3251.16680             0.80928          -999.25000           256.10345           256.10345           507.78613           507.78613           144.47162            71.58910
          3251.31920             0.84048          -999.25000           253.37491           253.37491           506.13849           506.13849           142.63017            74.81386
          3251.47160             0.86420          -999.25000           262.08218           262.08218           507.13818           507.13818           142.05920            78.17198
          3251.62400             0.85588          -999.25000           271.25198           271.25198           510.90842           510.90842           147.30573            79.48002
          3251.77640             0.86492          -999.25000           277.80908           277.80908           516.84473           516.84473           153.01299            70.88292
          3251.92880             0.85738          -999.25000           273.07697           273.07697           522.06091           522.06091           152.94257            67.33863
          3252.08120             0.86696          -999.25000           271.00858           271.00858           525.84796           525.84796           149.79584            67.58940
          3252.23360             0.85838          -999.25000           272.78275           272.78275           528.27454           528.27454           148.44669            67.71126
          3252.38600             0.86016          -999.25000           275.34396           275.34396           530.21814           530.21814           150.25819            68.11312
          3252.53840             0.87910          -999.25000           277.18268           277.18268           533.92285           533.92285           151.04083            69.13347
          3252.69080             0.85919             0.80261           277.69131           277.69131           537.08215           537.08215           147.72495            68.17493
          3252.84320             0.79348             0.84661           274.62509           274.62509           542.34692           542.34692           145.14932            54.88149
          3252.99560             0.77757             0.87216           272.85989           272.85989           548.46063           548.46063           146.11073            52.18475
          3253.14800             0.82836             0.86864           275.10657           275.10657           554.29462           554.29462           145.53209            50.69485
          3253.30040             0.86442             0.85387           280.08731           280.08731           554.96777           554.96777           141.75639            53.86143
          3253.45280             0.87479             0.87670           285.09634           285.09634           552.80219           552.80219           140.64272            54.89610
          3253.60520             0.86818          -999.25000           284.73383           284.73383           552.99597           552.99597           142.38234            53.91803
          3253.75760             0.81290          -999.25000           281.99585           281.99585           555.10510           555.10510           141.79631            52.80232
          3253.91000             0.77714          -999.25000           274.31940           274.31940           557.63287           557.63287           139.98117            51.80596
          3254.06240             0.75342          -999.25000           270.09692           270.09692           558.81647           558.81647           140.60356            51.38323
          3254.21480             0.80373          -999.25000           269.58441           269.58441           560.89783           560.89783           143.44450            52.26428
          3254.36720             0.82496          -999.25000           274.00552           274.00552           561.03168           561.03168           146.79990            62.46784
          3254.51960             0.82699          -999.25000           276.86740           276.86740           559.10632           559.10632           148.63123            64.26692
          3254.67200             0.80379          -999.25000           277.79916           277.79916           557.37347           557.37347           148.84650            65.53288
          3254.82440             0.79938             0.76137           278.02728           278.02728           554.00757           554.00757           147.33331            66.93738
          3254.97680             0.85946             0.69795           279.14368           279.14368           550.34747           550.34747           143.90695            68.06986
          3255.12920             0.88256             0.68905           281.25439           281.25439           546.84656           546.84656           141.58926            69.23569
          3255.28160             0.87923             0.69500           282.57944           282.57944           547.44879           547.44879           144.87143            70.63990
          3255.43400             0.88482             0.71159           281.62296           281.62296           551.00812           551.00812           151.51949            70.74113
          3255.58640             0.86604             0.75420           278.73175           278.73175           553.60455           553.60455           149.19989            60.76167
          3255.73880             0.85867             0.76706           275.61392           275.61392           552.66345           552.66345           140.73503            39.47297
          3255.89120             0.85719             0.75487           274.83038           274.83038           545.09412           545.09412           139.79692            39.27234
          3256.04360             0.86291          -999.25000           275.81534           275.81534           536.78705           536.78705           141.35391            39.83180
          3256.19600             0.85145          -999.25000           274.29349           274.29349           529.13159           529.13159           139.15750            39.97259
          3256.34840             0.82545          -999.25000           270.55441           270.55441           525.24847           525.24847           137.15436            40.41213
          3256.50080             0.81503          -999.25000           263.40738           263.40738           521.80634           521.80634           136.86046            40.95994
          3256.65320             0.83186          -999.25000           258.66287           258.66287           521.47375           521.47375           140.22444            41.33930
          3256.80560             0.84371          -999.25000           259.32687           259.32687           523.70990           523.70990           146.06357            41.79638
          3256.95800             0.86398          -999.25000           260.02823           260.02823           526.01184           526.01184           147.57588            42.43057
          3257.11040             0.85497          -999.25000           262.42706           262.42706           526.58380           526.58380           147.45444            48.48665
          3257.26280             0.86544          -999.25000           261.86600           261.86600           526.40125           526.40125           149.68262            81.42359
          3257.41520             0.85659          -999.25000           266.08643           266.08643           526.93738           526.93738           149.73053            87.32832
          3257.56760             0.83625          -999.25000           272.49063           272.49063           528.12756           528.12756           147.57799            90.85057
          3257.72000             0.83857          -999.25000           276.44312           276.44312           529.42651           529.42651           144.10332            96.70238
          3257.87240             0.81597          -999.25000           275.01349           275.01349           530.72546           530.72546           138.28049            97.47848
          3258.02480             0.78068          -999.25000           270.89145           270.89145           531.77960           531.77960           137.12050           100.70805
          3258.17720             0.79325          -999.25000           272.66028           272.66028           530.46063           530.46063           141.32489           104.91909
          3258.32960             0.74177          -999.25000           276.45044           276.45044           525.79559           525.79559           142.94644           109.43587
          3258.48200             0.68578          -999.25000           272.24420           272.24420           518.03290           518.03290           142.90640           116.31590
          3258.63440             0.65438          -999.25000           265.15939           265.15939           509.60074           509.60074           142.94254           134.38704
          3258.78680             0.69176          -999.25000           260.08765           260.08765           503.68121           503.68121           139.50975           137.90094
          3258.93920             0.73091          -999.25000           262.00806           262.00806           500.27057           500.27057           132.47449           137.75333
          3259.09160             0.75776          -999.25000           266.87497           266.87497           499.19836           499.19836           128.64494           133.57863
          3259.24400             0.79895          -999.25000           269.99445           269.99445           499.37527           499.37527           131.10655           120.47010
          3259.39640             0.79700          -999.25000           273.25201           273.25201           501.28781           501.28781           135.74530           126.92174
          3259.54880             0.74954          -999.25000           272.99680           272.99680           504.80679           504.80679           138.79575           121.74576
          3259.70120             0.75776          -999.25000           275.88440           275.88440           508.81229           508.81229           140.92223            87.84587
          3259.85360             0.79140          -999.25000           281.72522           281.72522           512.80450           512.80450           141.03949            58.33692
          3260.00600             0.80148          -999.25000           281.47375           281.47375           516.61877           516.61877           137.37518            49.11823
          3260.15840             0.82410          -999.25000           274.68823           274.68823           519.80389           519.80389           138.61780            41.53124
          3260.31080             0.87734          -999.25000           265.23380           265.23380           522.56873           522.56873           144.55447            36.20545
          3260.46320             0.86526          -999.25000           264.33694           264.33694           525.89569           525.89569           144.24518            31.09620
          3260.61560             0.80042          -999.25000           271.85242           271.85242           523.75018           523.75018           141.79417            27.71742
          3260.76800             0.80020          -999.25000           280.78510           280.78510           516.76971           516.76971           143.23413            24.73205
          3260.92040             0.85503             0.65788           286.06308           286.06308           510.23547           510.23547           144.57358            23.18156
          3261.07280             0.83763          -999.25000           285.32895           285.32895           505.39465           505.39465           143.49478            22.21434
          3261.22520             0.75510          -999.25000           274.44452           274.44452           508.46768           508.46768           140.75467            22.71174
          3261.37760             0.69016          -999.25000           256.29950           256.29950           512.79321           512.79321           137.41119            24.20456
          3261.53000             0.70177          -999.25000           247.51112           247.51112           520.19196           520.19196           134.40227            23.87269
          3261.68240             0.71729          -999.25000           252.34512           252.34512           523.28949           523.28949           133.51888            24.81653
          3261.83480             0.72882          -999.25000           255.92198           255.92198           520.13672           520.13672           134.82578            24.60303
          3261.98720             0.73975             0.80297           251.08444           251.08444           515.26965           515.26965           136.78360            26.11125
          3262.13960             0.78070          -999.25000           242.80829           242.80829           510.09625           510.09625           140.55106            27.15284
          3262.29200             0.79344          -999.25000           242.61496           242.61496           507.12823           507.12823           143.53253            28.26078
          3262.44440             0.78936          -999.25000           247.02431           247.02431           505.43765           505.43765           141.80608            27.45494
          3262.59680             0.81238             0.76684           251.14403           251.14403           506.92578           506.92578           140.79726            27.73717
          3262.74920             0.83786             0.74354           256.34970           256.34970           522.20282           522.20282           142.86269            27.92020
          3262.90160             0.85613             0.75628           259.54825           259.54825           541.59784           541.59784           145.79364            28.91207
          3263.05400             0.88100             0.80198           263.70642           263.70642           559.81958           559.81958           149.70384            30.10476
          3263.20640             0.87974             0.83163           269.24023           269.24023           569.13373           569.13373           150.25662            28.22408
          3263.35880             0.89233             0.81925           273.28629           273.28629           577.19501           577.19501           147.36543            30.54065
          3263.51120             0.85640             0.81964           274.62875           274.62875           583.77515           583.77515           145.27831            31.69537
          3263.66360             0.79724             0.86294           275.90741           275.90741           585.12958           585.12958           143.60495            33.13525
          3263.81600             0.81563             0.91540           278.74405           278.74405           581.59637           581.59637           142.67792            36.09443
          3263.96840             0.84126             0.94918           281.95859           281.95859           575.78113           575.78113           143.27315            39.36889
          3264.12080             0.85017             0.94720           283.22604           283.22604           565.68353           565.68353           142.77513            40.16066
          3264.27320             0.84530             0.90979           281.25381           281.25381           553.87775           553.87775           141.20462            39.26012
          3264.42560             0.82122             0.89957           278.48477           278.48477           543.89856           543.89856           141.15497            35.70925
          3264.57800             0.81952             0.90883           274.68280           274.68280           539.67065           539.67065           142.88385            35.55410
          3264.73040             0.80314             0.90853           268.43286           268.43286           541.22430           541.22430           144.68535            36.62419
          3264.88280             0.76540             0.86759           262.51917           262.51917           541.73328           541.73328           142.23592            35.30830
          3265.03520             0.70968             0.79307           257.52487           257.52487           535.34943           535.34943           137.94922            32.53944
          3265.18760             0.71985          -999.25000           260.93842           260.93842           526.60101           526.60101           133.61026            30.84151
          3265.34000             0.73940          -999.25000           272.24240           272.24240           517.85352           517.85352           127.56302            29.71899
          3265.49240             0.74173          -999.25000           278.52405           278.52405           513.89941           513.89941           126.82131            28.54523
          3265.64480             0.71881          -999.25000           276.78522           276.78522           509.68799           509.68799           127.71620            25.50376
          3265.79720             0.74211          -999.25000           268.28812           268.28812           511.14471           511.14471           125.33771            24.01546
          3265.94960             0.74431          -999.25000           265.54523           265.54523           520.00061           520.00061           126.33415            25.15543
          3266.10200             0.71826          -999.25000           269.22992           269.22992           536.02185           536.02185           129.18333            25.56100
          3266.25440             0.74824             0.93412           272.88565           272.88565           549.06989           549.06989           130.45467            26.85997
          3266.40680             0.81267             0.95152           276.27707           276.27707           558.74835           558.74835           130.41577            27.08695
          3266.55920             0.85018             0.94923           278.71268           278.71268           563.05829           563.05829           131.66850            27.39010
          3266.71160             0.81970             0.96183           281.03473           281.03473           566.68915           566.68915           139.05917            27.89083
          3266.86400             0.80982             0.96538           280.65070           280.65070           567.35339           567.35339           147.15707            27.19844
          3267.01640             0.84764             0.95484           283.69559           283.69559           566.30890           566.30890           149.27367            25.68165
          3267.16880             0.81010             0.93387           285.48703           285.48703           564.32520           564.32520           149.20938            27.06394
          3267.32120             0.80505             0.93032           284.21228           284.21228           563.18030           563.18030           145.87195            28.72172
          3267.47360             0.81481             0.93710           284.22549           284.22549           565.19653           565.19653           139.25723            29.16197
          3267.62600             0.76266          -999.25000           283.21921           283.21921           565.48138           565.48138           135.52043            28.87809
          3267.77840             0.74235          -999.25000           277.57507           277.57507           564.10455           564.10455           134.21562            27.05134
          3267.93080             0.78468          -999.25000           263.07507           263.07507           557.33197           557.33197           135.15056            27.73374
          3268.08320             0.78772          -999.25000           251.85362           251.85362           549.38104           549.38104           135.79013            29.86310
          3268.23560             0.84827          -999.25000           250.48351           250.48351           539.35699           539.35699           132.09900            31.64386
          3268.38800             0.84660          -999.25000           252.04488           252.04488           529.28711           529.28711           127.83633            35.03987
          3268.54040             0.84447          -999.25000           252.08040           252.08040           521.44562           521.44562           127.95115            41.59892
          3268.69280             0.82665          -999.25000           253.22746           253.22746           516.37207           516.37207           131.56700            47.85651
          3268.84520             0.82116          -999.25000           254.42831           254.42831           513.95660           513.95660           133.98282            54.13187
          3268.99760             0.82403          -999.25000           254.48532           254.48532           513.26501           513.26501           135.36887            56.97486
          3269.15000             0.83760          -999.25000           252.20825           252.20825           514.02325           514.02325           135.51964            61.35163
          3269.30240             0.85831          -999.25000           248.90009           248.90009           515.91351           515.91351           133.01176            67.61317
          3269.45480             0.84883          -999.25000           247.12006           247.12006           517.50903           517.50903           130.05399            54.26898
          3269.60720             0.83391          -999.25000           247.40396           247.40396           518.55084           518.55084           126.87217            44.10070
          3269.75960             0.82057          -999.25000           251.77216           251.77216           519.30151           519.30151           126.58218            37.58253
          3269.91200             0.82163          -999.25000           257.08856           257.08856           520.25854           520.25854           130.74786            33.25845
          3270.06440             0.81698          -999.25000           263.15201           263.15201           521.41541           521.41541           133.05957            30.52794
